-0.003460	-0.002431	0.000517
-0.064053	1.939976	-0.106333
-0.071181	3.873994	-0.257523
-0.079572	5.808070	-0.412418
-0.084109	7.744682	-0.586718
-0.089928	9.686106	-0.773661
-0.095627	11.630859	-0.973096
-0.097751	13.580625	-1.186775
-0.111788	15.530451	-1.400427
-0.230062	17.473342	-1.629067
-0.315028	19.376674	-2.090839
-0.356650	21.237519	-2.717514
-0.348180	23.078182	-3.426438
-0.286838	24.935676	-4.125111
-0.174257	26.844420	-4.712049
-0.016938	28.816630	-5.080106
0.173391	30.826292	-5.129104
0.380160	32.806301	-4.788634
0.583796	34.666804	-4.040699
0.764916	36.329729	-2.925311
0.907554	37.760064	-1.522402
1.001071	38.977371	0.077720
1.008410	40.055887	1.787528
1.005827	41.132702	3.492455
1.001570	42.217581	5.191978
1.046202	43.308703	6.889130
1.090424	44.325457	8.632574
1.103617	45.260898	10.423763
0.784403	46.151101	12.252745
0.421037	47.555811	13.688071
0.039842	49.364016	14.511797
-0.330181	51.333803	14.588781
-0.313831	53.204816	13.937054
-0.267388	55.107843	13.317399
-0.218082	57.040644	12.787198
-0.171037	58.995612	12.353841
-0.123188	60.969651	12.009971
-0.072646	62.959748	11.763340
-0.024806	64.959570	11.613787
0.023317	66.960300	11.564112
0.071237	68.965314	11.608644
0.120490	70.961935	11.750158
0.167271	72.951264	11.987924
0.214782	74.922316	12.316943
0.263363	76.854644	12.727223
0.312390	78.786283	13.249928
0.361309	80.688905	13.865910
0.409706	82.569410	14.582315
0.452914	84.419191	15.379452
0.500230	86.226808	16.257791
0.547109	87.992329	17.218400
0.594481	89.736556	18.266968
0.581958	91.516036	19.504489
0.609193	93.093107	20.622162
0.696509	94.615704	21.841868
0.742746	96.047402	23.164984
0.777568	97.400563	24.548342
0.815449	98.685070	25.998407
0.830487	99.836458	27.476225
0.842488	100.929925	29.030638
0.825521	101.916196	30.630843
0.745465	102.790876	32.303716
1.603686	105.305920	35.045633
1.463244	105.550615	36.546362
-4.652375	105.695611	38.516568
0.422130	106.497934	39.745314
1.665076	108.132876	41.283222
1.919519	107.537337	43.532661
2.122640	106.181155	45.500087
2.173940	102.951126	46.948251
2.068555	99.517922	48.397096
1.451535	97.855655	50.211969
1.539884	97.428425	52.122784
1.843978	96.835042	54.117875
2.056267	96.101176	56.043291
2.110899	95.211321	57.807634
2.168277	94.252080	59.480582
2.227274	93.197971	61.026288
2.323718	92.111991	62.404853
2.426927	90.897330	63.555281
2.468549	89.264787	64.368413
2.392956	87.739742	65.061750
2.439578	85.663512	65.134342
2.380730	83.723354	65.196391
2.304293	81.809302	65.299913
2.025429	79.797012	65.203960
1.684255	77.665569	65.289465
1.961791	75.783109	65.417637
1.624439	73.962344	65.519629
1.184389	72.054028	65.258199
0.215928	69.838544	65.090299
-1.948799	67.936428	65.107025
1.836079	66.645229	64.514314
1.652682	64.789960	64.368114
1.702184	62.795770	64.107528
2.538528	60.521920	64.379588
2.698097	58.348523	64.452653
2.730131	56.519156	64.578742
3.005966	54.596331	64.583715
3.200076	52.648253	64.437342
3.271406	50.702805	64.177246
3.416079	48.789161	63.873054
3.485143	46.902972	63.384027
3.492572	44.953733	62.770528
3.533039	43.056185	62.100210
3.575664	41.131954	61.375147
3.623527	39.299023	60.535938
3.669489	37.507958	59.603497
3.717872	35.769266	58.594243
3.765733	34.075450	57.504818
3.814302	32.436199	56.341245
3.859801	30.853420	55.096443
3.904362	29.319566	53.773047
3.952439	27.862369	52.382531
4.001153	26.473348	50.925889
4.049818	25.158438	49.400678
4.097512	23.923410	47.817344
4.146659	22.765193	46.177605
4.193147	21.696581	44.491192
4.240531	20.694526	42.745535
4.289471	19.779393	40.954039
4.335757	18.953538	39.116827
4.384060	18.214107	37.244618
4.432525	17.567118	35.345309
4.480873	17.011468	33.412149
4.528201	16.547598	31.449299
4.578794	16.181243	29.471573
4.625625	15.909655	27.480425
4.673084	15.738308	25.482393
4.720122	15.660446	23.470791
4.766544	15.672501	21.456035
