0.159632	-0.008637	0.436132	-0.049703	0.392058	-0.157727	0.639218	-0.291423	0.895867	-0.057464	0.777324	-0.304501	1.051487	-0.208149	1.096464	-0.146147	1.280752	-0.173802	1.358358	-0.233789	1.389244	-0.248624	1.343997	-0.295346	1.161475	-0.374892	0.981133	-0.592296	1.211867	-0.649856	1.229171	-0.772129	1.184948	-0.880090	0.894702	-0.930744	0.609576	-0.353170	0.477480	-0.707668	0.525391	-0.829461	0.434241	-0.876883	0.278614	-0.726184	0.326037	-0.817336	0.327763	-0.924549	0.254379	-1.124900	0.194105	-1.187150	0.288219	-1.323511	0.334166	-1.322774	0.106539	-1.448977	0.199759	-1.524041	0.577006	-1.180988	0.489069	-1.442804	0.743268	-1.040442	0.762801	-1.300569	0.809243	-1.330451	1.160017	-1.232854	1.220054	-1.155283	1.204978	-1.170850	1.186440	-0.971978	1.300832	-1.414421	1.330972	-1.383298	1.340346	-1.015459	1.348010	-1.490263	1.453007	-1.350694	1.511540	-1.181208	1.479666	-1.105122	1.351947	-0.785453	
-0.008637	0.001877	-0.023450	0.004077	-0.021089	0.009864	-0.034329	0.017026	-0.048078	0.004493	-0.041728	0.017727	-0.056415	0.012565	-0.058824	0.009243	-0.068697	0.010725	-0.072854	0.013939	-0.074509	0.014733	-0.072085	0.017236	-0.062307	0.021498	-0.052646	0.033144	-0.065007	0.036228	-0.065934	0.042778	-0.063565	0.048561	-0.048016	0.051275	-0.032741	0.020334	-0.025665	0.039325	-0.028232	0.045849	-0.023349	0.048390	-0.015011	0.040317	-0.017552	0.045200	-0.017644	0.050943	-0.013713	0.061676	-0.010484	0.065011	-0.015526	0.072316	-0.017987	0.072276	-0.005793	0.079037	-0.010787	0.083058	-0.030997	0.064681	-0.026286	0.078706	-0.039903	0.057152	-0.040950	0.071087	-0.043438	0.072688	-0.062229	0.067459	-0.065445	0.063304	-0.064638	0.064138	-0.063644	0.053484	-0.069773	0.077186	-0.071387	0.075519	-0.071889	0.055813	-0.072300	0.081249	-0.077925	0.073772	-0.081060	0.064693	-0.079353	0.060617	-0.072511	0.043492	
0.436132	-0.023450	3.784160	-0.518095	3.251669	-1.822514	6.235974	-3.436968	9.335015	-0.611891	7.903607	-3.594884	11.214138	-2.431419	11.757230	-1.682753	13.982521	-2.016685	14.919621	-2.741033	15.292563	-2.920166	14.746210	-3.484329	12.542239	-4.444859	10.364609	-7.070012	13.150725	-7.765051	13.359674	-9.241502	12.825681	-10.545140	9.320950	-11.156787	5.878039	-4.182562	4.282973	-8.463143	4.861506	-9.933794	3.760867	-10.506419	1.881663	-8.686720	2.454297	-9.787385	2.475135	-11.081981	1.589019	-13.501236	0.861208	-14.252898	1.997635	-15.899464	2.552456	-15.890564	-0.196147	-17.414478	0.929480	-18.320873	5.484756	-14.178501	4.422909	-17.339942	7.492377	-12.481398	7.728233	-15.622440	8.289024	-15.983264	12.524638	-14.804786	13.249591	-13.868114	13.067539	-14.056079	12.843698	-11.654697	14.224989	-16.997210	14.588925	-16.621397	14.702113	-12.179723	14.794661	-17.913009	16.062501	-16.227702	16.769293	-14.181154	16.384419	-13.262411	14.842200	-9.402400	
-0.049703	0.004077	-0.518095	0.073624	-0.443548	0.255961	-0.860642	0.481462	-1.293650	0.086734	-1.093649	0.503526	-1.556206	0.340964	-1.632089	0.236358	-1.943013	0.283016	-2.073948	0.384224	-2.126056	0.409253	-2.049718	0.488079	-1.741773	0.622288	-1.437508	0.989082	-1.826792	1.086195	-1.855987	1.292489	-1.781376	1.474637	-1.291685	1.560098	-0.810631	0.585638	-0.587763	1.183734	-0.668598	1.389218	-0.514813	1.469227	-0.252245	1.214973	-0.332255	1.368761	-0.335167	1.549646	-0.211356	1.887672	-0.109664	1.992696	-0.268449	2.222759	-0.345970	2.221516	0.038073	2.434442	-0.119203	2.561086	-0.755680	1.982301	-0.607315	2.424027	-1.036191	1.745177	-1.069145	2.184053	-1.147501	2.234468	-1.739313	2.069808	-1.840606	1.938933	-1.815169	1.965196	-1.783893	1.629668	-1.976892	2.376140	-2.027742	2.323630	-2.043557	1.703026	-2.056488	2.504098	-2.233634	2.268622	-2.332389	1.982672	-2.278614	1.854302	-2.063130	1.314970	
0.392058	-0.021089	3.251669	-0.443548	2.797698	-1.557981	5.348011	-2.938087	7.996688	-0.523564	6.773298	-3.073057	9.602729	-2.078671	10.066897	-1.438804	11.968800	-1.724208	12.769717	-2.343290	13.088462	-2.496392	12.621507	-2.978568	10.737825	-3.799510	8.876658	-6.043165	11.257884	-6.637198	11.436468	-7.899085	10.980077	-9.013274	7.984667	-9.536034	5.042093	-3.575330	3.678829	-7.233841	4.173287	-8.490771	3.232597	-8.980180	1.626486	-7.424927	2.115903	-8.365639	2.133713	-9.472099	1.376370	-11.539778	0.754328	-12.182206	1.725605	-13.589487	2.199797	-13.581880	-0.149368	-14.884333	0.812678	-15.659007	4.705963	-12.118621	3.798429	-14.820629	6.421829	-10.668147	6.623410	-13.352721	7.102705	-13.661109	10.722782	-12.653891	11.342383	-11.853341	11.186787	-12.013990	10.995476	-9.961586	12.176032	-14.527704	12.487079	-14.206505	12.583819	-10.410313	12.662917	-15.310416	13.746510	-13.870024	14.350588	-12.120888	14.021645	-11.335661	12.703547	-8.036601	
-0.157727	0.009864	-1.822514	0.255961	-1.557981	0.905483	-3.044405	1.709916	-4.588204	0.302595	-3.875143	1.788585	-5.524296	1.209000	-5.794840	0.836049	-6.903377	1.002399	-7.370197	1.363235	-7.555979	1.452471	-7.283811	1.733511	-6.185895	2.212003	-5.101101	3.519732	-6.489015	3.865968	-6.593103	4.601468	-6.327093	5.250880	-4.581198	5.555575	-2.866099	2.081337	-2.071511	4.213726	-2.359709	4.946336	-1.811422	5.231591	-0.875289	4.325101	-1.160549	4.873402	-1.170930	5.518309	-0.729507	6.723470	-0.366946	7.097914	-0.933061	7.918157	-1.209447	7.913723	0.159780	8.672866	-0.400956	9.124391	-2.670183	7.060853	-2.141220	8.635736	-3.670287	6.215434	-3.787780	7.780156	-4.067140	7.959902	-6.177127	7.372839	-6.538265	6.906232	-6.447575	6.999867	-6.336068	5.803610	-7.024163	8.465003	-7.205459	8.277790	-7.261844	6.065154	-7.307948	8.921212	-7.939527	8.081670	-8.291618	7.062174	-8.099891	6.604499	-7.331629	4.681620	
0.639218	-0.034329	6.235974	-0.860642	5.348011	-3.044405	10.354866	-5.767392	15.564270	-1.018229	13.158131	-6.032737	18.723152	-4.076922	19.636105	-2.818394	23.376886	-3.379740	24.952175	-4.597387	25.579101	-4.898518	24.660663	-5.846889	20.955719	-7.461554	17.295089	-11.874480	21.978572	-13.042839	22.329812	-15.524763	21.432166	-17.716187	15.540697	-18.744367	9.753151	-7.020672	7.071833	-14.216337	8.044350	-16.688510	6.194170	-17.651094	3.035218	-14.592171	3.997818	-16.442395	4.032848	-18.618616	2.543282	-22.685397	1.319828	-23.948945	3.230167	-26.716830	4.162824	-26.701869	-0.457591	-29.263577	1.434593	-30.787232	9.092035	-23.823883	7.307066	-29.138282	12.466856	-20.971044	12.863332	-26.251151	13.806024	-26.857698	20.926110	-24.876670	22.144761	-23.302121	21.838731	-23.618090	21.462453	-19.581357	23.784409	-28.562146	24.396187	-27.930402	24.586457	-20.463928	24.742031	-30.101608	26.873276	-27.268599	28.061396	-23.828341	27.414421	-22.283931	24.821943	-15.795234	
-0.291423	0.017026	-3.436968	0.481462	-2.938087	1.709916	-5.767392	3.291148	-8.745936	0.575043	-7.370228	3.442562	-10.552362	2.324158	-11.074425	1.604483	-13.213563	1.925476	-14.114370	2.621770	-14.472873	2.793974	-13.947665	3.336284	-11.829016	4.259587	-9.735781	6.783018	-12.413856	7.451083	-12.614685	8.870275	-12.101402	10.123350	-8.732611	10.711270	-5.423258	4.007602	-3.890046	8.122100	-4.446142	9.535712	-3.388192	10.086126	-1.581875	8.337007	-2.132298	9.394981	-2.152329	10.639363	-1.300582	12.964784	-0.601000	13.687291	-1.693349	15.269993	-2.226650	15.261438	0.415344	16.726244	-0.666624	17.597484	-5.045216	13.615779	-4.024556	16.654599	-6.974967	11.984502	-7.201674	15.003709	-7.740713	15.350537	-11.812036	14.217771	-12.508870	13.317431	-12.333879	13.498105	-12.118720	11.189869	-13.446433	16.325155	-13.796253	15.963919	-13.905051	11.694529	-13.994009	17.205432	-15.212672	15.585494	-15.892048	13.618328	-15.522103	12.735222	-14.039704	9.024935	
0.895867	-0.048078	9.335015	-1.293650	7.996688	-4.588204	15.564270	-8.745936	23.477326	-1.536531	19.822005	-9.150624	28.273524	-6.180749	29.659805	-4.269723	35.339925	-5.122156	37.731978	-6.971134	38.683921	-7.428348	37.289386	-8.868458	31.663708	-11.320467	26.104747	-18.021797	33.217343	-19.796233	33.750835	-23.565442	32.387611	-26.893512	23.440342	-28.455004	14.650818	-10.650238	10.578816	-21.578383	12.055750	-25.332811	9.245919	-26.794671	4.448483	-22.149144	5.910364	-24.959044	5.963563	-28.264030	3.701389	-34.440174	1.843351	-36.359100	4.744547	-40.562634	6.160955	-40.539913	-0.855981	-44.430328	2.017644	-46.744274	13.646858	-36.169178	10.936055	-44.240050	18.772139	-31.836619	19.374263	-39.855434	20.805916	-40.776584	31.619070	-37.768024	33.469814	-35.376783	33.005051	-35.856640	32.433608	-29.726118	35.959920	-43.365096	36.889018	-42.405676	37.177979	-31.066465	37.414246	-45.703051	40.650932	-41.400607	42.455311	-36.175944	41.472761	-33.830473	37.535608	-23.976188	
-0.057464	0.004493	-0.611891	0.086734	-0.523564	0.302595	-1.018229	0.575043	-1.536531	0.103576	-1.297046	0.601819	-1.850333	0.407456	-1.941054	0.282395	-2.312755	0.338188	-2.469302	0.459194	-2.531596	0.489108	-2.440347	0.583359	-2.072213	0.743857	-1.708352	1.182484	-2.173964	1.298660	-2.208902	1.545408	-2.119659	1.763282	-1.533918	1.865509	-0.958490	0.699871	-0.691924	1.415328	-0.788611	1.661112	-0.604664	1.756814	-0.290597	1.452692	-0.386300	1.636644	-0.389783	1.853007	-0.241688	2.257333	-0.120050	2.382957	-0.309979	2.658144	-0.402705	2.656657	0.056664	2.911346	-0.131460	3.062830	-0.892776	2.370525	-0.715310	2.898890	-1.228307	2.086890	-1.267726	2.611850	-1.361451	2.672154	-2.069345	2.475195	-2.190506	2.318650	-2.160080	2.350064	-2.122670	1.948722	-2.353524	2.841613	-2.414348	2.778803	-2.433265	2.036470	-2.448733	2.994670	-2.660626	2.713006	-2.778752	2.370967	-2.714428	2.217418	-2.456678	1.572296	
