0.207167	-0.011287	0.350048	-0.034474	0.326444	-0.090139	0.453606	-0.161370	0.588664	-0.041725	0.692266	-0.089207	0.668424	-0.121132	0.525219	-0.169190	0.437778	-0.193199	0.787792	-0.105002	0.827627	-0.136792	0.819718	-0.168663	0.843623	-0.144657	0.724239	-0.208563	0.629001	-0.320189	0.748406	-0.351683	0.908674	-0.367754	0.756543	-0.415296	0.820317	-0.423081	0.732830	-0.471075	0.732957	-0.518856	0.581731	-0.495329	0.749107	-0.614335	0.741171	-0.622335	0.812676	-0.542556	0.717328	-0.654235	0.884411	-0.590223	0.900458	-0.629959	0.805048	-0.733690	0.789174	-0.749634	0.868726	-0.717639	0.813182	-0.789451	0.534490	-0.702279	0.510714	-0.686402	0.463397	-0.797560	0.368047	-0.758187	0.415357	-0.622947	0.288838	-0.695281	0.265120	-0.695184	0.218063	-0.797984	0.170759	-0.758668	0.217258	-0.623631	
-0.011287	0.002853	-0.018749	0.004064	-0.017516	0.006971	-0.024157	0.010691	-0.031211	0.004443	-0.036622	0.006923	-0.035376	0.008590	-0.027897	0.011100	-0.023331	0.012354	-0.041610	0.007747	-0.043691	0.009408	-0.043278	0.011072	-0.044526	0.009818	-0.038291	0.013156	-0.033318	0.018986	-0.039554	0.020630	-0.047924	0.021470	-0.039978	0.023953	-0.043309	0.024359	-0.038740	0.026866	-0.038747	0.029361	-0.030849	0.028132	-0.039590	0.034348	-0.039176	0.034765	-0.042910	0.030599	-0.037930	0.036431	-0.046656	0.033088	-0.047494	0.035164	-0.042512	0.040581	-0.041683	0.041414	-0.045837	0.039743	-0.042936	0.043493	-0.028382	0.038940	-0.027140	0.038111	-0.024669	0.043917	-0.019689	0.041860	-0.022160	0.034797	-0.015552	0.038575	-0.014314	0.038570	-0.011856	0.043939	-0.009386	0.041885	-0.011814	0.034833	
0.350048	-0.018749	1.894124	-0.268757	1.640140	-0.867591	3.008199	-1.634267	4.461606	-0.346734	5.576498	-0.857695	5.319926	-1.201257	3.778862	-1.718386	2.837870	-1.976803	6.604468	-1.027674	7.033147	-1.369774	6.948032	-1.712741	7.205279	-1.454405	5.920560	-2.142114	4.895687	-3.343356	6.180632	-3.682269	7.905308	-3.855211	6.268197	-4.366816	6.954485	-4.450599	6.013016	-4.967070	6.014383	-5.481258	4.387007	-5.228079	6.188180	-6.508728	6.102775	-6.594817	6.872255	-5.736295	5.846196	-6.938094	7.644217	-6.249254	7.816898	-6.676863	6.790168	-7.793138	6.619346	-7.964709	7.475425	-7.620409	6.877701	-8.393189	3.878628	-7.455111	3.622773	-7.284251	3.113586	-8.480456	2.087499	-8.056750	2.596613	-6.601404	1.235113	-7.379810	0.979875	-7.378764	0.473484	-8.485012	-0.035567	-8.061929	0.464819	-6.608763	
-0.034474	0.004064	-0.268757	0.042315	-0.230197	0.133044	-0.437544	0.249189	-0.657739	0.054124	-0.826648	0.131537	-0.787777	0.183587	-0.554300	0.261937	-0.411739	0.301083	-0.982389	0.157289	-1.047335	0.209118	-1.034440	0.261079	-1.073414	0.221940	-0.878775	0.326130	-0.723503	0.508122	-0.918177	0.559469	-1.179471	0.585670	-0.931443	0.663180	-1.035418	0.675873	-0.892782	0.754120	-0.892989	0.832022	-0.646436	0.793664	-0.919320	0.987687	-0.906381	1.000730	-1.022960	0.870661	-0.867508	1.052737	-1.139915	0.948376	-1.166076	1.013160	-1.010523	1.182279	-0.984643	1.208273	-1.114342	1.156110	-1.023785	1.273189	-0.569415	1.131067	-0.530652	1.105181	-0.453509	1.286410	-0.298053	1.222217	-0.375186	1.001728	-0.168914	1.119659	-0.130244	1.119500	-0.053524	1.287101	0.023599	1.223002	-0.052212	1.002842	
0.326444	-0.017516	1.640140	-0.230197	1.424312	-0.739676	2.588020	-1.391919	3.824497	-0.296558	4.772986	-0.731254	4.554708	-1.023538	3.243656	-1.463479	2.443110	-1.683331	5.647525	-0.875863	6.012221	-1.166903	5.939810	-1.458680	6.158662	-1.238902	5.065694	-1.823966	4.193789	-2.845917	5.286949	-3.134245	6.754208	-3.281374	5.361445	-3.716620	5.945300	-3.787897	5.144350	-4.227282	5.145513	-4.664724	3.761032	-4.449334	5.293370	-5.538839	5.220713	-5.612079	5.875343	-4.881695	5.002429	-5.904120	6.532085	-5.318093	6.678993	-5.681878	5.805508	-6.631543	5.660183	-6.777507	6.388487	-6.484595	5.879976	-7.142033	3.328532	-6.343969	3.110865	-6.198611	2.677677	-7.216275	1.804739	-6.855810	2.237865	-5.617683	1.079577	-6.279907	0.862435	-6.279017	0.431625	-7.220152	-0.001447	-6.860215	0.424253	-5.623943	
-0.090139	0.006971	-0.867591	0.133044	-0.739676	0.434901	-1.429184	0.821282	-2.161705	0.172361	-2.723615	0.429888	-2.594301	0.603045	-1.817598	0.863684	-1.343336	0.993921	-3.241717	0.515558	-3.457772	0.687978	-3.414874	0.860835	-3.544528	0.730633	-2.897024	1.077241	-2.380483	1.682672	-3.028101	1.853486	-3.897345	1.940649	-3.072234	2.198501	-3.418126	2.240727	-2.943622	2.501031	-2.944311	2.760184	-2.124106	2.632581	-3.031905	3.278034	-2.988861	3.321423	-3.376682	2.888724	-2.859544	3.494436	-3.765754	3.147258	-3.852786	3.362774	-3.335310	3.925382	-3.249215	4.011855	-3.680682	3.838326	-3.379427	4.227810	-1.867881	3.755015	-1.738929	3.668901	-1.482296	4.271793	-0.965144	4.058243	-1.221739	3.324743	-0.535538	3.717063	-0.406897	3.716536	-0.151673	4.274090	0.104891	4.060854	-0.147306	3.328452	
0.453606	-0.024157	3.008199	-0.437544	2.588020	-1.429184	4.853755	-2.699148	7.260952	-0.566656	9.107509	-1.412941	8.682556	-1.981971	6.130146	-2.838465	4.571586	-3.266487	10.810099	-1.694470	11.520103	-2.261079	11.379132	-2.829123	11.805200	-2.401251	9.677366	-3.540277	7.979907	-5.529853	10.108115	-6.091182	12.964634	-6.377619	10.253145	-7.224973	11.389819	-7.363738	9.830497	-8.219151	9.832762	-9.070782	7.137398	-8.651451	10.120615	-10.772544	9.979163	-10.915130	11.253624	-9.493190	9.554199	-11.483687	12.532196	-10.342787	12.818202	-11.051019	11.117667	-12.899865	10.834741	-13.184032	12.252632	-12.613780	11.262644	-13.893707	6.295388	-12.340004	5.871626	-12.057014	5.028278	-14.038245	3.328806	-13.336476	4.172033	-10.926040	1.917031	-12.215284	1.494290	-12.213553	0.655571	-14.045791	-0.187551	-13.345053	0.641220	-10.938227	
-0.161370	0.010691	-1.634267	0.249189	-1.391919	0.821282	-2.699148	1.554202	-4.088177	0.323676	-5.153694	0.812007	-4.908484	1.140355	-3.435673	1.634563	-2.536345	1.881551	-6.136136	0.974457	-6.545828	1.301407	-6.464484	1.629184	-6.710337	1.382290	-5.482517	2.039539	-4.503036	3.187581	-5.731072	3.511483	-7.379363	3.676766	-5.814758	4.165712	-6.470651	4.245784	-5.570878	4.739381	-5.572185	5.230796	-4.016884	4.988830	-5.738285	6.212761	-5.656662	6.295037	-6.392063	5.474537	-5.411447	6.623110	-7.129835	5.964779	-7.294868	6.373448	-6.313611	7.440285	-6.150355	7.604257	-6.968518	7.275206	-6.397267	8.013760	-3.531021	7.117229	-3.286498	6.953936	-2.799862	8.097162	-1.819220	7.692221	-2.305785	6.301332	-1.004586	7.045262	-0.760652	7.044263	-0.276688	8.101517	0.209818	7.697171	-0.268407	6.308365	
0.588664	-0.031211	4.461606	-0.657739	3.824497	-2.161705	7.260952	-4.088177	10.912626	-0.853377	13.713691	-2.137104	13.069070	-3.000284	9.197208	-4.299517	6.832984	-4.948802	16.296395	-2.564174	17.373421	-3.423680	17.159577	-4.285361	17.805893	-3.636310	14.578122	-5.364129	12.003195	-8.382182	15.231537	-9.233677	19.564672	-9.668176	15.451537	-10.953558	17.175791	-11.164055	14.810410	-12.461656	14.813845	-13.753519	10.725168	-13.117425	15.250498	-16.334973	15.035925	-16.551265	16.969194	-14.394283	14.391286	-17.413727	18.908697	-15.683061	19.342548	-16.757400	16.762955	-19.561969	16.333777	-19.993031	18.484618	-19.127998	16.982875	-21.069557	9.447899	-18.712699	8.805081	-18.283424	7.525781	-21.288811	4.947803	-20.224277	6.226919	-16.567816	2.806239	-18.523508	2.164971	-18.520881	0.892694	-21.300259	-0.386264	-20.237288	0.870924	-16.586303	
-0.041725	0.004443	-0.346734	0.054124	-0.296558	0.172361	-0.566656	0.323676	-0.853377	0.069705	-1.073305	0.170493	-1.022694	0.238264	-0.718706	0.340271	-0.533045	0.391258	-1.276085	0.204026	-1.360647	0.271509	-1.343857	0.339164	-1.394603	0.288203	-1.141176	0.423861	-0.939006	0.660825	-1.192479	0.727679	-1.532693	0.761792	-1.209752	0.862715	-1.345131	0.879242	-1.159414	0.981123	-1.159684	1.082553	-0.838662	1.032611	-1.193967	1.285235	-1.177120	1.302218	-1.328910	1.132863	-1.126506	1.369934	-1.481190	1.234051	-1.515253	1.318402	-1.312717	1.538602	-1.279021	1.572447	-1.447893	1.504529	-1.329984	1.656970	-0.738378	1.471922	-0.687907	1.438218	-0.587463	1.674185	-0.385054	1.590603	-0.485484	1.303517	-0.216910	1.457068	-0.166561	1.456861	-0.066669	1.675083	0.033748	1.591625	-0.064959	1.304969	
