0.000000	0.000000	0.000000
-0.023380	2.014730	0.011677
-0.026090	4.007934	-0.036497
-0.025099	6.001710	-0.096508
-0.028727	8.003127	-0.149454
-0.025228	10.015434	-0.193103
-0.026220	12.019878	-0.239959
-0.020687	14.020922	-0.286490
-0.025530	16.021823	-0.329987
-0.027383	18.032690	-0.392989
-0.024035	20.052421	-0.446858
-0.026454	22.047022	-0.492692
-0.034824	24.035698	-0.562404
-0.035182	26.037790	-0.620580
-0.030164	28.038632	-0.685201
-0.025565	30.046993	-0.725306
-0.022358	32.045386	-0.781255
-0.027077	34.033483	-0.828282
-0.007157	36.031350	-0.883761
-0.001349	38.035041	-0.891072
-0.017480	40.039402	-0.882660
-0.015580	42.028597	-0.911762
-0.018257	44.020135	-0.943369
-0.017448	46.018085	-0.977929
-0.016038	48.022363	-1.014382
0.028554	50.032573	-1.056440
0.074097	52.039420	-1.000935
0.119734	54.017783	-0.885391
0.174820	55.995375	-0.642346
0.241501	57.950738	-0.296286
0.290269	59.878853	0.175921
0.334344	61.825015	0.750243
0.378390	63.716521	1.407566
0.424156	65.578367	2.111119
0.472253	67.387621	3.049762
0.497970	69.248042	3.380351
0.565514	70.890108	5.039101
0.607469	72.587156	6.076956
0.653464	74.220034	7.255318
0.702699	75.795573	8.533891
0.748871	77.321883	9.846166
0.791540	78.779881	11.231918
0.835671	80.210081	12.572544
0.879193	81.561281	14.021172
0.924725	82.834264	15.572173
0.972893	83.978785	17.337588
1.018283	85.092189	19.022943
1.063012	86.146707	20.715791
1.105375	87.169285	22.347075
1.150603	88.052804	24.166421
1.195831	88.867650	25.993557
1.241078	89.562648	27.929388
1.283650	90.281309	29.692040
1.328020	90.854321	31.595993
1.372329	91.354035	33.507398
1.417817	91.733994	35.489676
1.463105	92.045333	37.454893
1.507739	92.231788	39.481627
1.554662	92.315874	41.527669
1.601215	92.308070	43.583654
1.646398	92.214764	45.626819
1.690869	92.088915	47.589655
1.734664	91.852174	49.576634
1.782840	91.431561	51.643354
1.825992	91.011644	53.604223
1.870713	90.478548	55.563710
1.915851	89.899218	57.462812
1.962803	89.236014	59.330876
2.005092	88.485433	61.170373
2.050244	87.657269	62.973303
2.094254	86.730600	64.749911
2.138284	85.748571	66.470622
2.185162	84.657509	68.161935
2.230219	83.494111	69.797867
2.276864	82.153320	71.454712
2.322096	80.870314	72.965623
2.367947	79.491067	74.437568
2.409620	78.084607	75.823896
2.455621	76.588235	77.161385
2.501488	75.073525	78.412420
2.546268	73.421554	79.630046
2.590791	71.770900	80.750355
2.636890	70.003144	81.818018
2.681412	68.288459	82.771820
2.724532	66.555788	83.639894
2.770315	64.754666	84.441280
2.815311	62.861357	85.175012
2.860175	60.918913	85.830588
2.906246	58.981471	86.388269
2.950600	57.019635	86.858698
2.995079	55.069668	87.235063
3.041061	53.031435	87.538054
3.086533	51.077797	87.735830
3.131558	49.051190	87.850722
3.175923	47.055077	87.871509
3.222297	45.025205	87.809507
3.266736	42.985944	87.652555
3.312391	40.979785	87.404640
3.355916	39.014404	87.064818
3.400916	37.087334	86.640995
3.445225	35.150696	86.127967
3.490513	33.246892	85.528327
3.535727	31.279535	84.838328
3.581728	29.412706	84.067964
3.628376	27.556720	83.209163
3.673157	25.686716	82.261147
3.717377	24.001585	81.255304
3.762764	22.306476	80.162430
3.808063	20.862289	79.024538
3.854889	18.932016	77.721950
3.900786	17.413837	76.410559
3.964136	14.455507	74.598906
4.011599	12.974441	73.118443
4.078180	14.242107	72.412874
4.077620	9.090768	69.487372
4.236309	4.262058	66.393739
4.314161	-0.121006	63.315264
3.847850	28.935197	74.669451
