0.198283	-0.026023	0.327915	-0.051718	0.304538	-0.101952	0.545508	-0.065706	0.418788	-0.170835	0.615825	-0.140561	0.638467	-0.112257	0.483892	-0.180075	0.403328	-0.199439	0.724959	-0.129517	0.760421	-0.159679	0.774650	-0.167528	0.663861	-0.221633	0.573642	-0.320732	0.333407	-0.363907	0.238975	-0.368384	0.259500	-0.412503	0.353380	-0.422523	0.309349	-0.442950	0.258078	-0.463176	0.219055	-0.556156	0.189342	-0.584178	0.230790	-0.650310	0.252486	-0.650896	0.142649	-0.705156	0.184536	-0.743112	0.370106	-0.589593	0.322887	-0.711148	0.451654	-0.526834	0.525513	-0.478428	0.455410	-0.649606	0.662215	-0.504254	0.644070	-0.626696	0.476478	-0.665055	0.666634	-0.598431	0.663525	-0.460883	0.674079	-0.591436	0.733839	-0.528078	0.721441	-0.701372	0.706552	-0.715406	0.797638	-0.573392	0.686705	-0.410915	0.744301	-0.419883	0.681179	-0.352883	0.810931	-0.610019	0.779749	-0.688650	0.727162	-0.752214	
-0.026023	0.005687	-0.042827	0.009018	-0.039796	0.015529	-0.071033	0.010831	-0.054606	0.024458	-0.080148	0.020534	-0.083083	0.016865	-0.063046	0.025656	-0.052602	0.028166	-0.094295	0.019102	-0.098892	0.023012	-0.100736	0.024030	-0.086375	0.031043	-0.074680	0.043889	-0.043539	0.049486	-0.031298	0.050066	-0.033958	0.055785	-0.046128	0.057084	-0.040420	0.059732	-0.033774	0.062354	-0.028716	0.074407	-0.024864	0.078039	-0.030237	0.086612	-0.033049	0.086688	-0.018811	0.093721	-0.024241	0.098642	-0.048296	0.078741	-0.042175	0.094498	-0.058867	0.070606	-0.068441	0.064331	-0.059354	0.086521	-0.086161	0.067679	-0.083809	0.083551	-0.062085	0.088523	-0.086734	0.079887	-0.086331	0.062057	-0.087699	0.078980	-0.095446	0.070767	-0.093839	0.093231	-0.091909	0.095050	-0.103716	0.076641	-0.089336	0.055579	-0.096802	0.056742	-0.088620	0.048057	-0.105439	0.081389	-0.101397	0.091582	-0.094580	0.099821	
0.327915	-0.042827	1.820596	-0.338735	1.552358	-0.914813	4.316328	-0.499157	2.862752	-1.705090	5.122913	-1.357797	5.382634	-1.033135	3.609559	-1.811038	2.685418	-2.033179	6.374757	-1.231112	6.781535	-1.577104	6.944746	-1.667133	5.673910	-2.287737	4.639036	-3.424450	1.883479	-3.919639	0.800317	-3.970988	1.035743	-4.477045	2.112576	-4.591984	1.607520	-4.826287	1.019434	-5.058280	0.571829	-6.124793	0.231010	-6.446208	0.706423	-7.204771	0.955283	-7.211485	-0.304577	-7.833871	0.175877	-8.269236	2.304427	-6.508320	1.762805	-7.902597	3.239810	-5.788456	4.086988	-5.233226	3.282888	-7.196679	5.654967	-5.529458	5.446843	-6.933879	3.524543	-7.373873	5.705660	-6.609673	5.669999	-5.031985	5.791048	-6.529444	6.476504	-5.802724	6.334302	-7.790416	6.163515	-7.951389	7.208283	-6.322478	5.935868	-4.458849	6.596501	-4.561714	5.872494	-3.793225	7.360753	-6.742594	7.003094	-7.644498	6.399919	-8.373578	
-0.051718	0.009018	-0.338735	0.066249	-0.287133	0.176927	-0.818229	0.097064	-0.538967	0.328746	-0.973195	0.262029	-1.023094	0.199654	-0.682441	0.349111	-0.504895	0.391785	-1.213704	0.237690	-1.291856	0.304162	-1.323213	0.321460	-1.079063	0.440707	-0.880239	0.659105	-0.350769	0.754277	-0.142648	0.764144	-0.187883	0.861379	-0.394789	0.883463	-0.297746	0.928482	-0.184750	0.973058	-0.098746	1.177981	-0.033260	1.239739	-0.124607	1.385491	-0.172424	1.386781	0.069650	1.506368	-0.022666	1.590021	-0.431651	1.251673	-0.327583	1.519574	-0.611379	1.113358	-0.774161	1.006672	-0.619656	1.383945	-1.075454	1.063592	-1.035463	1.333456	-0.666088	1.417994	-1.085195	1.271159	-1.078343	0.968001	-1.101603	1.255742	-1.233315	1.116101	-1.205991	1.498042	-1.173174	1.528974	-1.373929	1.215973	-1.129430	0.857871	-1.256373	0.877637	-1.117253	0.729968	-1.403227	1.296700	-1.334502	1.470004	-1.218599	1.610099	
0.304538	-0.039796	1.552358	-0.287133	1.328373	-0.768645	3.638301	-0.421228	2.423427	-1.429128	4.312424	-1.138860	4.529492	-0.867515	3.047595	-1.517669	2.275215	-1.703332	5.358683	-1.032979	5.698661	-1.322154	5.835067	-1.397395	4.772917	-1.916053	3.907992	-2.866079	1.605077	-3.279882	0.699832	-3.322795	0.896587	-3.745729	1.796542	-3.841789	1.374446	-4.037605	0.882958	-4.231492	0.508876	-5.122820	0.224039	-5.391440	0.621362	-6.025402	0.829344	-6.031013	-0.223573	-6.551166	0.177962	-6.915019	1.956881	-5.443349	1.504224	-6.608603	2.738618	-4.841727	3.446634	-4.377704	2.774620	-6.018624	4.757025	-4.625275	4.583092	-5.798979	2.976580	-6.166706	4.799390	-5.528033	4.769588	-4.209526	4.870751	-5.460984	5.443601	-4.853648	5.324760	-6.514805	5.182030	-6.649333	6.055164	-5.288019	4.991779	-3.730543	5.543885	-3.816510	4.938816	-3.174269	6.182587	-5.639118	5.883684	-6.392858	5.379598	-7.002166	
-0.101952	0.015529	-0.914813	0.176927	-0.768645	0.491047	-2.275534	0.264397	-1.483067	0.921846	-2.715271	0.732513	-2.856866	0.555513	-1.890208	0.979620	-1.386386	1.100721	-3.397755	0.663447	-3.619524	0.852076	-3.708504	0.901158	-3.015667	1.239503	-2.451468	1.859225	-0.949168	2.129202	-0.358642	2.157197	-0.486993	2.433093	-1.074070	2.495756	-0.798719	2.623495	-0.478102	2.749976	-0.234073	3.331426	-0.048262	3.506658	-0.307452	3.920217	-0.443127	3.923878	0.243734	4.263195	-0.018204	4.500551	-1.178664	3.540520	-0.883379	4.300663	-1.688625	3.148059	-2.150497	2.845354	-1.712110	3.915807	-3.005344	3.006856	-2.891877	3.772533	-1.843857	4.012412	-3.032982	3.595779	-3.013540	2.735638	-3.079535	3.552039	-3.453239	3.155838	-3.375712	4.239509	-3.282600	4.327270	-3.852198	3.439203	-3.158489	2.423170	-3.518660	2.479251	-3.123938	2.060278	-3.935323	3.668246	-3.740331	4.159956	-3.411485	4.557444	
0.545508	-0.071033	4.316328	-0.818229	3.638301	-2.275534	10.632591	-1.223976	6.953932	-4.275665	12.673645	-3.396788	13.330868	-2.575198	8.843863	-4.543780	6.505121	-5.105949	15.841424	-3.076177	16.870780	-3.951718	17.283776	-4.179525	14.067900	-5.749918	11.449001	-8.626497	4.476126	-9.879439	1.735186	-10.009374	2.330929	-11.289952	5.055854	-11.580808	3.777810	-12.173708	2.289662	-12.760766	1.156999	-15.459569	0.294557	-16.272910	1.497588	-18.192449	2.127328	-18.209439	-1.060743	-19.784382	0.155044	-20.886072	5.541333	-16.430082	4.170759	-19.958292	7.908313	-14.608465	10.052077	-13.203472	8.017321	-18.171932	14.019750	-13.953082	13.493105	-17.506882	8.628826	-18.620303	14.148024	-16.686498	14.057787	-12.694255	14.364094	-16.483484	16.098600	-14.644562	15.738766	-19.674297	15.306600	-20.081629	17.950321	-15.959770	14.730550	-11.243967	16.402245	-11.504260	14.570185	-9.559649	18.336138	-17.022847	17.431104	-19.305061	15.904806	-21.149954	
-0.065706	0.010831	-0.499157	0.097064	-0.421228	0.264397	-1.223976	0.143822	-0.801884	0.493934	-1.458164	0.393113	-1.533571	0.298847	-1.018762	0.524704	-0.750378	0.589226	-1.821615	0.356329	-1.939715	0.456780	-1.987103	0.482922	-1.618162	0.663152	-1.317682	0.993221	-0.517422	1.137097	-0.202868	1.152011	-0.271237	1.298972	-0.583955	1.332350	-0.437284	1.400393	-0.266500	1.467766	-0.136514	1.777488	-0.037537	1.870830	-0.175600	2.091122	-0.247871	2.093071	0.118001	2.273817	-0.021526	2.400250	-0.639669	1.888868	-0.482380	2.293776	-0.911312	1.679817	-1.157348	1.518568	-0.923823	2.088795	-1.612748	1.604598	-1.552301	2.012494	-0.994002	2.140262	-1.627471	1.918332	-1.617114	1.460114	-1.652271	1.895031	-1.851353	1.683965	-1.810052	2.261263	-1.760449	2.308016	-2.063888	1.834920	-1.694332	1.293656	-1.886204	1.323532	-1.675928	1.100332	-2.108171	1.956937	-2.004294	2.218883	-1.829110	2.430635	
0.418788	-0.054606	2.862752	-0.538967	2.423427	-1.483067	6.953932	-0.801884	4.571334	-2.778592	8.276041	-2.209322	8.701761	-1.677152	5.795431	-2.952239	4.280570	-3.316395	10.327992	-2.001663	10.994762	-2.568797	11.262287	-2.716365	9.179194	-3.733613	7.482884	-5.596844	2.966174	-6.408500	1.190730	-6.492667	1.576623	-7.322161	3.341694	-7.510562	2.513841	-7.894613	1.549892	-8.274881	0.816209	-10.023034	0.257562	-10.549876	1.036826	-11.793259	1.444740	-11.804265	-0.620335	-12.824435	0.167192	-13.538056	3.656163	-10.651685	2.768374	-12.937086	5.189378	-9.471733	6.578011	-8.561642	5.259988	-11.779989	9.148117	-9.047204	8.806977	-11.349218	5.656092	-12.070430	9.231208	-10.817805	9.172756	-8.231785	9.371170	-10.686301	10.494716	-9.495119	10.261629	-12.753186	9.981689	-13.017040	11.694189	-10.347059	9.608546	-7.292346	10.691405	-7.460954	9.504669	-6.201309	11.944106	-11.035679	11.357860	-12.514009	10.369183	-13.709059	
-0.170835	0.024458	-1.705090	0.328746	-1.429128	0.921846	-4.275665	0.493934	-2.778592	1.736003	-5.106391	1.378279	-5.373885	1.043898	-3.547751	1.845061	-2.595919	2.073876	-6.395704	1.247798	-6.814661	1.604151	-6.982754	1.696870	-5.673858	2.336019	-4.608011	3.506732	-1.770129	4.016654	-0.654595	4.069535	-0.897056	4.590718	-2.006072	4.709093	-1.485922	4.950397	-0.880261	5.189324	-0.419279	6.287708	-0.068274	6.618729	-0.557895	7.399961	-0.814193	7.406876	0.483318	8.047861	-0.011494	8.496237	-2.203657	6.682696	-1.645848	8.118640	-3.166993	5.941317	-4.039481	5.369501	-3.211358	7.391607	-5.654273	5.674584	-5.439935	7.120935	-3.460234	7.574088	-5.706479	6.787049	-5.669754	5.162257	-5.794417	6.704425	-6.500339	5.956007	-6.353891	8.003046	-6.178005	8.168825	-7.253966	6.491280	-5.943560	4.572008	-6.623919	4.677944	-5.878293	3.886512	-7.410989	6.923939	-7.042651	7.852771	-6.421467	8.603620	
