4.839062	11.160973
43.544662	8.725033
50.398041	-0.608546
49.688864	-4.249395
27.207538	8.486109
58.422455	-10.327932
61.133986	-9.183671
50.948907	-23.081388
58.908722	-25.070245
73.870325	-11.732552
70.856547	6.169317
86.913138	-10.108173
85.098787	5.002033
88.760679	4.765589
101.233111	23.951447
99.689822	28.785861
99.363625	30.176763
116.272187	24.357443
115.743830	27.477529
87.890511	34.628052
95.596014	41.686711
82.774022	37.582766
105.394443	46.442846
110.749886	45.645956
78.218239	43.650572
83.021938	50.132567
70.786297	46.609867
82.191053	63.230162
53.527126	52.314409
54.588757	65.362024
51.430103	68.061793
53.223232	69.391608
45.541408	65.332498
40.199290	51.204871
40.406752	50.388071
25.792790	50.517830
30.506634	33.095912
23.004668	27.848590
2.221676	31.837563
4.949423	23.854873
23.899198	23.207215
