44	0.025917
12	0.165644
13	0.150276
11	0.410577
7	0.682148
5	0.583143
35	0.972048
43	1.038605
20	1.423306
10	1.612523
42	1.700661
34	1.621410
26	1.261394
48	0.411356
21	0.604643
6	0.803890
8	0.499471
9	0.798256
32	0.642710
29	0.802117
25	1.115793
36	1.215087
30	1.548532
1	1.569394
47	1.770533
31	2.068418
3	1.455578
41	1.375969
2	1.923953
15	2.054245
17	1.405678
18	2.429814
22	2.395866
45	1.994072
14	2.397585
4	1.844958
50	2.403010
23	1.786795
28	1.107375
19	3.136586
24	3.142539
49	2.905060
33	3.351796
38	3.141738
46	2.080488
40	1.601552
16	3.443095
