44	8.848414
8	428.834308
25	1470.192792
36	1653.846617
29	1087.804180
30	1767.324428
1	1710.710869
47	2267.030865
31	2285.438201
39	1769.008988
3	1214.412912
27	1760.390442
2	1284.477210
15	1311.849664
18	1046.560197
22	951.395864
14	928.807073
24	1333.644668
19	1281.027555
45	694.720512
50	747.371351
4	589.886783
49	882.912199
38	994.447296
23	475.024447
46	491.221597
40	363.741706
37	416.213714
26	172.038561
34	126.600466
10	99.230949
42	108.925388
20	71.246957
35	108.048735
43	76.067804
7	103.047071
5	247.146743
11	318.301838
12	392.953610
13	427.219191
48	376.047913
