0.531566	-0.040904	0.594926	-0.050842	0.584840	-0.075625	0.640378	-0.105694	0.633705	-0.119520	0.671180	-0.108716	0.697748	-0.053701	0.732364	-0.087412	0.742431	-0.073611	0.756780	-0.124666	0.783515	-0.079889	0.797548	-0.107039	0.800782	-0.093324	0.807661	-0.096652	0.716446	-0.173075	0.767838	-0.186039	0.771606	-0.213318	0.798958	-0.216356	0.761680	-0.237351	0.836247	-0.191982	0.696989	-0.248440	0.761954	-0.257823	0.796150	-0.267596	0.769320	-0.298645	0.765962	-0.302099	0.827044	-0.287634	0.755934	-0.315859	0.834062	-0.304574	0.793806	-0.349373	0.820907	-0.342193	0.787105	-0.356275	0.797495	-0.373021	0.677793	-0.337345	0.667423	-0.330661	0.663198	-0.272776	0.614596	-0.225701	0.603906	-0.198512	0.594210	-0.236199	0.559609	-0.202522	0.570127	-0.222873	0.570441	-0.246761	0.553980	-0.291310	0.540527	-0.305126	0.571614	-0.335396	0.561389	-0.335535	0.520840	-0.363363	0.541520	-0.380153	0.606184	-0.362298	0.625947	-0.303832	0.647491	-0.378870	
-0.040904	0.005375	-0.045742	0.006134	-0.044972	0.008026	-0.049213	0.010322	-0.048703	0.011378	-0.051565	0.010553	-0.053593	0.006352	-0.056237	0.008926	-0.057005	0.007873	-0.058101	0.011771	-0.060142	0.008352	-0.061214	0.010425	-0.061461	0.009378	-0.061986	0.009632	-0.055021	0.015467	-0.058945	0.016457	-0.059233	0.018540	-0.061322	0.018772	-0.058475	0.020375	-0.064169	0.016911	-0.053535	0.021222	-0.058496	0.021939	-0.061107	0.022685	-0.059058	0.025056	-0.058802	0.025319	-0.063466	0.024215	-0.058036	0.026370	-0.064002	0.025508	-0.060928	0.028929	-0.062997	0.028381	-0.060416	0.029456	-0.061210	0.030735	-0.052070	0.028011	-0.051278	0.027500	-0.050955	0.023080	-0.047244	0.019486	-0.046428	0.017410	-0.045688	0.020287	-0.043045	0.017716	-0.043849	0.019270	-0.043873	0.021094	-0.042616	0.024495	-0.041588	0.025550	-0.043962	0.027862	-0.043181	0.027872	-0.040085	0.029997	-0.041664	0.031279	-0.046602	0.029916	-0.048111	0.025452	-0.049756	0.031181	
0.594926	-0.045742	0.754034	-0.070493	0.728818	-0.132454	0.867855	-0.207883	0.851138	-0.242507	0.945009	-0.215428	1.011533	-0.077653	1.098227	-0.162086	1.123436	-0.127525	1.159368	-0.255379	1.226319	-0.143246	1.261459	-0.211235	1.269558	-0.176890	1.286785	-0.185223	1.058363	-0.376603	1.187058	-0.409067	1.196495	-0.477377	1.264990	-0.484986	1.171638	-0.537562	1.358367	-0.423949	1.009639	-0.565329	1.172322	-0.588827	1.257957	-0.613298	1.190768	-0.691052	1.182359	-0.699701	1.335322	-0.663480	1.157250	-0.734158	1.352894	-0.705898	1.252085	-0.818085	1.319952	-0.800103	1.235306	-0.835367	1.261324	-0.877302	0.961570	-0.787963	0.935601	-0.771225	0.925020	-0.626272	0.803304	-0.508384	0.776549	-0.440298	0.752259	-0.534672	0.665614	-0.450341	0.691953	-0.501303	0.692740	-0.561120	0.651519	-0.672680	0.617830	-0.707280	0.695679	-0.783081	0.670073	-0.783431	0.568529	-0.853118	0.620315	-0.895165	0.782249	-0.850451	0.831739	-0.704041	0.885688	-0.891949	
-0.050842	0.006134	-0.070493	0.009425	-0.067402	0.016990	-0.084423	0.026203	-0.082377	0.030441	-0.093858	0.027132	-0.101998	0.010276	-0.112603	0.020604	-0.115688	0.016376	-0.120084	0.032018	-0.128275	0.018299	-0.132575	0.026618	-0.133565	0.022416	-0.135673	0.023435	-0.107727	0.046850	-0.123472	0.050822	-0.124627	0.059179	-0.133007	0.060110	-0.121585	0.066543	-0.144431	0.052643	-0.101765	0.069940	-0.121669	0.072815	-0.132146	0.075809	-0.123926	0.085322	-0.122897	0.086380	-0.141612	0.081949	-0.119825	0.090596	-0.143762	0.087138	-0.131428	0.100864	-0.139731	0.098664	-0.129375	0.102979	-0.132558	0.108109	-0.095884	0.097179	-0.092707	0.095131	-0.091412	0.077396	-0.076522	0.062973	-0.073246	0.054643	-0.070276	0.066190	-0.059675	0.055872	-0.062897	0.062107	-0.062994	0.069426	-0.057950	0.083075	-0.053828	0.087308	-0.063353	0.096582	-0.060220	0.096624	-0.047797	0.105150	-0.054132	0.110294	-0.073944	0.104824	-0.079999	0.086911	-0.086600	0.109901	
0.584840	-0.044972	0.728818	-0.067402	0.706165	-0.123497	0.831731	-0.191630	0.816626	-0.222912	0.901425	-0.198443	0.961514	-0.073993	1.039823	-0.150262	1.062593	-0.119044	1.095049	-0.234531	1.155524	-0.133244	1.187265	-0.194657	1.194581	-0.163634	1.210141	-0.171161	1.003814	-0.344028	1.120060	-0.373352	1.128585	-0.435054	1.190453	-0.441927	1.106132	-0.489417	1.274798	-0.386795	0.959805	-0.514497	1.106750	-0.535723	1.184101	-0.557827	1.123412	-0.628059	1.115816	-0.635872	1.253982	-0.603154	1.093136	-0.666995	1.269854	-0.641469	1.178797	-0.742803	1.240099	-0.726561	1.163641	-0.758413	1.187142	-0.796292	0.916385	-0.715595	0.892928	-0.700476	0.883370	-0.569546	0.773426	-0.463060	0.749263	-0.401561	0.727321	-0.486805	0.649059	-0.410633	0.672850	-0.456664	0.673560	-0.510694	0.636328	-0.611463	0.605897	-0.642716	0.676216	-0.711185	0.653087	-0.711501	0.561365	-0.774448	0.608142	-0.812427	0.754412	-0.772038	0.799115	-0.639791	0.847844	-0.809521	
-0.075625	0.008026	-0.132454	0.016990	-0.123497	0.039161	-0.173102	0.066040	-0.167137	0.078396	-0.200622	0.068737	-0.224356	0.019586	-0.255284	0.049706	-0.264277	0.037376	-0.277096	0.082988	-0.300981	0.042985	-0.313517	0.067240	-0.316406	0.054987	-0.322552	0.057960	-0.241062	0.126235	-0.286974	0.137817	-0.290341	0.162187	-0.314777	0.164901	-0.281473	0.183658	-0.348089	0.143126	-0.223680	0.193564	-0.281718	0.201947	-0.312268	0.210677	-0.288298	0.238416	-0.285298	0.241501	-0.339868	0.228579	-0.276340	0.253794	-0.346137	0.243712	-0.310173	0.283735	-0.334385	0.277320	-0.304187	0.289900	-0.313469	0.304861	-0.206531	0.272989	-0.197267	0.267017	-0.193492	0.215305	-0.150070	0.173249	-0.140524	0.148959	-0.131859	0.182627	-0.100948	0.152542	-0.110345	0.170722	-0.110626	0.192062	-0.095920	0.231862	-0.083901	0.244205	-0.111674	0.271247	-0.102539	0.271372	-0.066313	0.296233	-0.084788	0.311233	-0.142558	0.295281	-0.160214	0.243049	-0.179460	0.310086	
0.640378	-0.049213	0.867855	-0.084423	0.831731	-0.173102	1.032023	-0.281908	1.007897	-0.331784	1.143088	-0.292787	1.238890	-0.094387	1.363730	-0.215971	1.400032	-0.166203	1.451775	-0.350316	1.548186	-0.188841	1.598790	-0.286748	1.610453	-0.237290	1.635260	-0.249289	1.306326	-0.524883	1.491650	-0.571632	1.505240	-0.670001	1.603874	-0.680958	1.469444	-0.756668	1.738341	-0.593063	1.236163	-0.796653	1.470430	-0.830491	1.593746	-0.865731	1.496993	-0.977698	1.484884	-0.990154	1.705154	-0.937993	1.448725	-1.039773	1.730459	-0.999077	1.585291	-1.160629	1.683021	-1.134735	1.561129	-1.185516	1.598595	-1.245904	1.166940	-1.117253	1.129545	-1.093150	1.114308	-0.884414	0.939034	-0.714650	0.900510	-0.616605	0.865527	-0.752506	0.740754	-0.631065	0.778684	-0.704454	0.779817	-0.790593	0.720458	-0.951244	0.671945	-1.001068	0.784049	-1.110223	0.747175	-1.110727	0.600950	-1.211079	0.675523	-1.271626	0.908712	-1.207237	0.979980	-0.996402	1.057668	-1.266997	
-0.105694	0.010322	-0.207883	0.026203	-0.191630	0.066040	-0.281908	0.115349	-0.271046	0.137799	-0.332029	0.120202	-0.375213	0.030734	-0.431513	0.085577	-0.447880	0.063137	-0.471211	0.146154	-0.514682	0.073342	-0.537499	0.117488	-0.542758	0.095188	-0.553943	0.100599	-0.405626	0.224864	-0.489189	0.245942	-0.495317	0.290296	-0.539790	0.295237	-0.479176	0.329374	-0.600421	0.255606	-0.373990	0.347403	-0.479621	0.362661	-0.535224	0.378551	-0.491598	0.429036	-0.486138	0.434652	-0.585457	0.411133	-0.469834	0.457025	-0.596867	0.438676	-0.531412	0.511519	-0.575477	0.499843	-0.520517	0.522740	-0.537410	0.549969	-0.342778	0.491961	-0.325917	0.481093	-0.319046	0.386974	-0.240007	0.310427	-0.222650	0.266217	-0.206868	0.327496	-0.150609	0.272738	-0.167711	0.305830	-0.168222	0.344668	-0.141458	0.417106	-0.119583	0.439572	-0.170132	0.488791	-0.153505	0.489018	-0.087571	0.534268	-0.121196	0.561569	-0.226343	0.532535	-0.258478	0.437469	-0.293507	0.559480	
0.633705	-0.048703	0.851138	-0.082377	0.816626	-0.167137	1.007897	-0.271046	0.984943	-0.318669	1.114003	-0.281431	1.205494	-0.091962	1.324715	-0.208072	1.359383	-0.160544	1.408797	-0.336371	1.500870	-0.182163	1.549195	-0.275664	1.560334	-0.228431	1.584025	-0.239891	1.269894	-0.503081	1.446877	-0.547727	1.459856	-0.641668	1.554051	-0.652132	1.425671	-0.724436	1.682466	-0.568193	1.202888	-0.762621	1.426613	-0.794937	1.544380	-0.828590	1.451980	-0.935519	1.440416	-0.947414	1.650773	-0.897601	1.405885	-0.994800	1.674940	-0.955936	1.536305	-1.110217	1.629637	-1.085489	1.513230	-1.133984	1.549010	-1.191655	1.136781	-1.068793	1.101069	-1.045775	1.086517	-0.846432	0.919137	-0.684310	0.882333	-0.590678	0.848938	-0.720462	0.729781	-0.604491	0.766004	-0.674573	0.767086	-0.756835	0.710398	-0.910255	0.664068	-0.957836	0.771127	-1.062079	0.735912	-1.062560	0.596269	-1.158395	0.667485	-1.216218	0.890178	-1.154726	0.958238	-0.953383	1.032428	-1.211795	
-0.119520	0.011378	-0.242507	0.030441	-0.222912	0.078396	-0.331784	0.137799	-0.318669	0.164971	-0.392244	0.143700	-0.444356	0.035753	-0.512284	0.101919	-0.532031	0.074843	-0.560180	0.175009	-0.612631	0.087158	-0.640159	0.140421	-0.646505	0.113515	-0.660000	0.120044	-0.481050	0.269973	-0.581871	0.295404	-0.589264	0.348917	-0.642921	0.354878	-0.569790	0.396065	-0.716073	0.307064	-0.442884	0.417816	-0.570326	0.436225	-0.637410	0.455395	-0.584776	0.516306	-0.578189	0.523081	-0.698016	0.494706	-0.558519	0.550074	-0.711782	0.527936	-0.632811	0.615820	-0.685976	0.601734	-0.619666	0.629359	-0.640048	0.662210	-0.405227	0.592223	-0.384884	0.579111	-0.376593	0.465559	-0.281229	0.373201	-0.260294	0.319863	-0.241253	0.393793	-0.173383	0.327733	-0.194014	0.367654	-0.194631	0.414510	-0.162342	0.501905	-0.135949	0.529011	-0.196939	0.588397	-0.176878	0.588671	-0.097325	0.643267	-0.137896	0.676207	-0.264756	0.641173	-0.303525	0.526482	-0.345785	0.673680	
