-0.000365	0.005298	-0.006193
0.798973	1.411285	1.444639
1.585966	1.384396	3.449012
1.585011	1.355937	5.447185
1.584752	1.327478	7.446799
1.585552	1.298028	9.448673
1.321565	1.791235	11.387038
1.592859	1.752664	13.385809
1.593185	1.708424	15.386740
1.590985	1.665009	17.388559
1.591934	1.624684	19.387869
1.590392	1.583454	21.388286
1.591517	1.544551	23.388681
1.590866	1.507319	25.385336
1.590259	1.467572	27.384703
1.591925	1.423611	29.382738
1.590025	1.382308	31.385513
1.591318	1.342468	33.385637
1.591681	1.302734	35.384965
1.588544	1.264958	37.386739
1.591653	1.225029	39.384254
1.590501	1.188233	41.385163
1.589527	1.150052	43.385781
1.591432	1.106654	45.387343
1.591763	1.068786	47.385449
1.590430	1.032023	49.384045
1.591056	0.993208	51.383885
1.589737	0.954228	53.384369
1.592416	0.911039	55.383715
1.590459	0.871634	57.386066
1.591689	0.835399	59.381710
1.588867	0.798728	61.382266
1.591112	0.755436	63.383997
1.591796	0.713361	65.383023
1.590236	0.672778	67.380931
1.591470	0.632162	69.382594
1.591468	0.592918	71.381771
1.591414	0.549991	73.378497
1.591279	0.510023	75.380725
1.591370	0.468053	77.380790
1.592840	0.426547	79.379351
1.591214	0.386529	81.377781
0.805139	1.771803	82.821146
0.021693	3.771515	82.861330
-0.764715	5.213673	81.477508
-1.097061	6.127573	79.697909
-1.095923	7.042390	77.919892
-1.095489	7.956479	76.142182
-1.096268	8.870244	74.361513
-1.097118	9.783240	72.580965
-1.095640	10.698346	70.804922
-1.096851	11.611574	69.024771
-0.312193	13.514536	68.411669
0.339191	15.402274	69.079301
0.351239	17.279018	69.765713
0.350417	19.158269	70.451119
0.349720	21.037518	71.135978
0.349482	22.916504	71.819670
0.349421	24.795991	72.504318
-0.436040	26.607981	71.657144
-1.222015	27.292906	69.779343
-1.864358	26.715425	67.865303
-1.863025	26.137410	65.950628
-1.865242	25.558048	64.035337
-1.079504	26.500949	62.273310
-0.295367	28.414113	61.691848
0.490489	30.177142	62.636758
0.490710	31.941602	63.578736
0.492067	33.705288	64.523067
0.489700	35.471211	65.462835
0.489230	37.235979	66.403710
0.492336	39.000799	67.346307
0.488927	40.765356	68.283338
0.490490	42.532168	69.224827
-0.294560	43.488324	68.933317
-1.082349	44.429234	67.167889
-1.865535	43.844664	65.255930
-2.412884	42.353910	63.924284
-2.413228	40.858275	62.591445
-2.412112	39.368890	61.256546
-2.413354	37.878337	59.924741
-2.411261	36.388330	58.591508
-2.410513	34.900445	57.257089
-2.413507	33.410321	55.924574
-2.414264	31.915072	54.593642
-2.413283	30.421151	53.262077
-2.412764	28.931743	51.928933
-1.627108	28.873310	50.932547
-0.841257	30.204868	49.441197
-0.616930	31.836383	48.285952
-0.616493	33.467765	47.128511
-0.616511	35.099720	45.973550
-0.616783	36.732383	44.819477
-0.616646	38.364321	43.660695
-0.616672	39.993817	42.502372
-0.615759	41.626847	41.347589
-0.615352	43.258594	40.192788
-0.616811	44.889602	39.034916
-1.403565	45.225934	37.064150
-2.188504	44.067721	35.434550
-2.898194	42.125039	34.955927
-2.114166	41.608999	34.098934
-1.328524	42.086180	32.154995
-0.543518	43.798166	31.122328
-0.505758	45.549060	30.155444
-0.505633	47.299496	29.186836
-0.505695	49.047722	28.220686
-0.505453	50.798485	27.249797
-0.505569	52.546811	26.277994
-0.505866	54.296439	25.309080
-0.506431	56.046013	24.338397
-0.506994	57.793671	23.366743
-0.505678	59.543309	22.397270
-1.291379	59.820547	21.435904
-2.076112	58.851977	19.687406
-2.861669	56.929433	19.134654
-2.076301	56.445108	18.260053
-1.289922	56.996160	16.337793
-0.506127	58.745120	15.368596
-0.356497	60.619534	14.671476
-0.356557	62.495479	13.972052
-0.357762	64.368586	13.271260
-0.357822	66.240830	12.570057
-0.357260	68.113574	11.871743
-0.357318	69.987503	11.171021
-0.356917	71.861950	10.473702
-1.142905	72.277274	9.563130
-1.928204	71.927846	8.627587
-2.713177	70.107424	7.795612
-3.499716	68.234056	8.494076
-3.643597	66.482024	9.457157
-3.644382	64.726823	10.420083
-3.645499	62.977084	11.386039
-3.642238	61.220312	12.346989
-3.645265	59.468345	13.312197
-4.430841	59.193267	14.272758
-5.216870	60.159000	16.025149
-6.001449	62.080935	16.581131
-6.695602	63.911193	15.778364
-6.696255	65.743767	14.971707
-6.697705	67.575423	14.169407
-6.694675	69.407855	13.369293
-6.696978	71.239949	12.567289
-6.695006	73.072397	11.766559
-6.696497	74.904080	10.964060
-6.696248	76.735014	10.162022
-6.695184	78.568154	9.360564
-6.696192	80.400341	8.557492
-6.695717	82.232814	7.754733
-7.480346	82.597602	6.823593
-8.267033	82.001738	5.460540
-9.051806	80.140273	4.730497
-9.837325	78.306381	5.531959
-9.860074	76.491492	6.378028
-9.859484	74.676406	7.222503
-9.861508	72.866895	8.067528
-9.861696	71.053100	8.913904
-9.858933	69.239309	9.757121
-10.644862	68.552143	11.634951
-11.338912	69.225451	13.519157
-11.337435	69.895345	15.403184
-11.337413	70.564661	17.287335
-11.336599	71.235326	19.171371
-11.339108	71.907525	21.053886
-11.338048	72.579936	22.937443
-11.336828	73.248358	24.823266
-11.337628	73.920368	26.706575
-11.337858	74.589359	28.591867
-11.338020	75.260379	30.474218
-10.551658	74.526873	32.020087
-9.765871	72.643884	32.690575
-8.982392	70.837437	31.832032
-8.944199	69.063306	30.907856
-8.946526	67.288163	29.983790
-8.944047	65.516336	29.060537
-8.945209	63.740662	28.138977
-8.946844	61.965078	27.217153
-8.944606	60.190697	26.293165
-8.944844	58.414230	25.373961
-8.947017	56.640235	24.452630
-9.731853	55.685932	24.754128
-10.518041	54.766750	26.530931
-11.302613	55.372362	28.438204
-11.553578	56.429942	30.133208
-11.552901	57.489954	31.830571
-11.555094	58.550385	33.526285
-11.553606	59.607503	35.223236
-11.553170	60.663722	36.921689
-11.552534	61.723227	38.617869
-11.553363	62.783369	40.313887
-11.552599	63.838733	42.012503
-11.555113	64.899125	43.708724
-11.551641	65.957589	45.407643
-11.552450	67.014122	47.105339
-11.520581	68.015296	48.835255
-10.734660	67.758636	49.802299
-9.949613	66.027402	50.804235
-9.164096	64.095710	50.288086
-8.378762	63.092883	48.558193
-8.345887	62.150303	46.794003
-8.346117	61.204587	45.031558
-8.345710	60.259267	43.268634
-7.560837	60.550879	42.311767
-6.774302	62.312105	41.365114
-5.988811	64.227569	41.946536
-5.264750	65.277159	43.649199
-5.265209	66.326180	45.351638
-5.265013	67.376073	47.053159
-5.782476	69.129894	48.014042
-5.248716	70.149784	49.732609
-5.247187	71.169192	51.454939
-5.249424	72.192706	53.175152
-5.247675	73.210184	54.893220
-5.247792	74.229424	56.614277
-5.247529	75.251533	58.334926
-5.248619	76.270727	60.055267
-5.247751	77.292800	61.776300
-4.462533	77.046054	62.744101
-3.677074	75.327340	63.765169
-2.891971	73.390176	63.271144
-2.177448	72.249929	61.627815
-2.175737	71.111392	59.982761
-2.178569	69.972083	58.337870
-2.175012	68.835449	56.695309
-2.177791	67.696890	55.050744
-2.177593	66.557743	53.406784
-2.175364	65.421195	51.759062
-2.176067	64.282472	50.118880
-2.177455	63.140619	48.474176
-2.177055	61.998914	46.832697
-2.178185	60.856277	45.189791
-2.177559	59.716853	43.547213
-2.175113	58.581154	41.901746
-2.178514	57.438274	40.258544
-2.175779	56.301794	38.613561
-2.176536	55.161615	36.969795
-1.812749	54.922551	35.998218
-2.598676	54.066568	35.481648
-3.384320	53.095763	35.721718
-4.170175	52.065411	37.434239
-4.955060	52.543060	39.376243
-5.377250	53.775907	40.951491
