0.095841	0.017785	0.069904	0.009049	0.088102	-0.006808	0.086889	-0.007270	0.090217	-0.004582	0.087318	-0.009757	0.087953	-0.010021	0.083998	-0.010352	0.084766	-0.012045	0.089486	-0.012923	0.092692	-0.009472	0.091876	-0.015434	0.094821	-0.012591	0.095340	-0.013408	0.103218	-0.014152	0.104914	-0.013086	0.105446	-0.012841	0.104915	-0.019903	0.105990	-0.019508	0.106407	-0.007814	0.109915	-0.010425	0.107247	-0.005435	0.112610	-0.014097	0.112682	-0.016366	0.109435	-0.003089	0.112465	-0.004633	0.110190	0.000222	0.117833	-0.003428	0.111607	0.007666	0.116925	0.007945	0.117848	0.009352	0.118487	0.008695	0.116445	0.011560	0.110453	0.012860	0.112103	0.013887	0.108294	0.017453	0.103908	0.013222	0.101368	0.014826	0.099364	0.021060	0.098083	0.019218	0.100298	0.014106	
0.017785	0.004758	0.012835	0.003091	0.016308	0.000064	0.016077	-0.000024	0.016712	0.000489	0.016159	-0.000498	0.016280	-0.000549	0.015525	-0.000612	0.015671	-0.000935	0.016572	-0.001103	0.017184	-0.000444	0.017028	-0.001582	0.017591	-0.001039	0.017690	-0.001195	0.019193	-0.001337	0.019517	-0.001134	0.019619	-0.001087	0.019517	-0.002435	0.019722	-0.002359	0.019802	-0.000127	0.020471	-0.000626	0.019962	0.000327	0.020986	-0.001327	0.021000	-0.001760	0.020380	0.000774	0.020958	0.000480	0.020524	0.001406	0.021983	0.000710	0.020794	0.002827	0.021809	0.002880	0.021986	0.003149	0.022108	0.003023	0.021718	0.003570	0.020574	0.003818	0.020889	0.004014	0.020162	0.004695	0.019325	0.003887	0.018840	0.004194	0.018458	0.005383	0.018213	0.005032	0.018636	0.004056	
0.069904	0.012835	0.243564	0.061562	0.192879	0.101949	0.205692	0.106899	0.169385	0.078103	0.201122	0.132876	0.194475	0.135752	0.235772	0.139037	0.227370	0.156274	0.179418	0.164098	0.148620	0.130812	0.156581	0.187667	0.128687	0.161116	0.123693	0.168772	0.065313	0.176520	0.055235	0.170046	0.052231	0.168640	0.055247	0.211108	0.049082	0.208078	0.047118	0.140875	0.027802	0.155382	0.042256	0.128056	0.012955	0.175483	0.012543	0.187890	0.030250	0.115483	0.014085	0.123830	0.025894	0.098146	-0.014160	0.117396	0.017691	0.061090	-0.007918	0.059818	-0.012212	0.053051	-0.015311	0.056187	-0.005288	0.042614	0.022986	0.036317	0.015386	0.031987	0.031536	0.017602	0.048202	0.033636	0.056853	0.026601	0.063377	0.005146	0.066337	0.010742	0.060447	0.028137	
0.009049	0.003091	0.061562	0.491338	0.278953	0.244064	0.315427	0.258218	0.211400	0.175999	0.302403	0.331954	0.283529	0.340185	0.400740	0.349401	0.376637	0.398035	0.241432	0.419349	0.155733	0.326658	0.177949	0.484713	0.100600	0.411153	0.086741	0.432357	-0.072484	0.453856	-0.099691	0.436362	-0.107813	0.432565	-0.099656	0.547135	-0.116286	0.538937	-0.121642	0.357428	-0.173994	0.396688	-0.134739	0.322590	-0.214183	0.451155	-0.215290	0.484773	-0.167266	0.288353	-0.211362	0.311032	-0.178825	0.240776	-0.288731	0.293471	-0.200328	0.136811	-0.273374	0.133075	-0.285833	0.113756	-0.294627	0.122748	-0.266363	0.083664	-0.184708	0.065857	-0.207050	0.052263	-0.156476	0.005355	-0.099248	0.060483	-0.066182	0.039586	-0.040024	-0.041695	-0.022499	-0.017335	-0.052230	0.049150	
0.088102	0.016308	0.192879	0.278953	0.350329	0.154876	0.378840	0.165948	0.297869	0.101756	0.368661	0.223733	0.353869	0.230167	0.445745	0.237416	0.426927	0.275619	0.320686	0.292581	0.253075	0.219448	0.270600	0.344105	0.209536	0.286127	0.198574	0.302855	0.077349	0.320116	0.057711	0.307411	0.051952	0.304704	0.057745	0.387769	0.045871	0.381440	0.042355	0.251867	0.005609	0.279530	0.032963	0.227649	-0.022623	0.317682	-0.023412	0.341220	0.010158	0.203923	-0.020319	0.219705	0.001811	0.171385	-0.073387	0.207571	-0.013838	0.102522	-0.061152	0.100189	-0.069036	0.087689	-0.074763	0.093476	-0.056206	0.068454	-0.004086	0.056850	-0.018088	0.048898	0.011628	0.022394	0.042422	0.052011	0.058744	0.039377	0.071235	-0.001123	0.077968	0.009974	0.065569	0.042781	
-0.006808	0.000064	0.101949	0.244064	0.154876	0.268033	0.182165	0.278620	0.103336	0.216817	0.172427	0.333471	0.158379	0.339617	0.245574	0.346452	0.227557	0.382542	0.127274	0.398103	0.063958	0.329658	0.080359	0.446526	0.023202	0.391994	0.013000	0.407688	-0.113138	0.423050	-0.136642	0.408073	-0.143828	0.404735	-0.136630	0.503104	-0.151221	0.496732	-0.156419	0.337538	-0.203313	0.372556	-0.167854	0.305976	-0.239304	0.421488	-0.240279	0.451707	-0.197041	0.274868	-0.237196	0.295393	-0.207131	0.231104	-0.308174	0.279398	-0.225868	0.132933	-0.296000	0.129264	-0.308161	0.110703	-0.316578	0.119370	-0.289682	0.081554	-0.210548	0.064476	-0.232410	0.050708	-0.181365	0.002606	-0.121590	0.060221	-0.086388	0.038972	-0.058455	-0.047206	-0.039885	-0.021281	-0.071548	0.049515	
0.086889	0.016077	0.205692	0.315427	0.378840	0.182165	0.412182	0.195050	0.317444	0.120090	0.400260	0.262481	0.383008	0.270011	0.490144	0.278426	0.468096	0.322858	0.344571	0.342277	0.266393	0.257700	0.286676	0.401793	0.216150	0.334838	0.203490	0.354150	0.063512	0.374029	0.040732	0.359299	0.034036	0.356154	0.040771	0.452419	0.026983	0.445138	0.022839	0.294622	-0.019973	0.326830	0.011942	0.266353	-0.052857	0.371293	-0.053773	0.398726	-0.014631	0.238636	-0.050255	0.257058	-0.024289	0.200509	-0.112392	0.242871	-0.042356	0.119195	-0.098537	0.116401	-0.107954	0.101554	-0.114744	0.108437	-0.092784	0.078639	-0.030667	0.064877	-0.047430	0.055191	-0.011279	0.022629	0.027051	0.059501	0.047799	0.044183	0.063794	-0.007140	0.072805	0.007192	0.056486	0.048896	
-0.007270	-0.000024	0.106899	0.258218	0.165948	0.278620	0.195050	0.290164	0.110865	0.223905	0.184704	0.348589	0.169698	0.355161	0.262834	0.362452	0.243546	0.400959	0.136550	0.417476	0.069129	0.344586	0.086602	0.469004	0.025769	0.410985	0.014908	0.427682	-0.118522	0.444061	-0.143249	0.428295	-0.150801	0.424787	-0.143236	0.528295	-0.158573	0.521553	-0.164015	0.354203	-0.213272	0.390991	-0.176036	0.321063	-0.251075	0.442382	-0.252100	0.474118	-0.206691	0.288400	-0.248851	0.309953	-0.217292	0.242458	-0.323363	0.293158	-0.236970	0.139435	-0.310558	0.135586	-0.323317	0.116110	-0.332149	0.125205	-0.303926	0.085527	-0.220896	0.067608	-0.243834	0.053164	-0.190280	0.002700	-0.127568	0.063144	-0.090641	0.040848	-0.061342	-0.049547	-0.041885	-0.022362	-0.075075	0.051902	
0.090217	0.016712	0.169385	0.211400	0.297869	0.103336	0.317444	0.110865	0.265921	0.067745	0.310491	0.150963	0.300229	0.155378	0.364066	0.160498	0.351112	0.187206	0.276726	0.199632	0.228608	0.147604	0.241047	0.236410	0.197438	0.194996	0.189610	0.206955	0.103120	0.219394	0.089329	0.210458	0.085319	0.208567	0.089356	0.267064	0.081050	0.262499	0.078708	0.171944	0.053275	0.191134	0.072122	0.155286	0.033720	0.217513	0.033168	0.233784	0.056343	0.139008	0.035471	0.149864	0.050440	0.116903	-0.000667	0.141560	0.039298	0.071302	0.008556	0.069828	0.003536	0.061714	-0.000202	0.065455	0.011994	0.049361	0.045432	0.041789	0.036589	0.037079	0.054274	0.021904	0.070975	0.037952	0.079021	0.030340	0.084962	0.010076	0.087444	0.015128	0.082364	0.031299	
-0.004582	0.000489	0.078103	0.175999	0.101756	0.216817	0.120090	0.223905	0.067745	0.182748	0.113548	0.260869	0.104091	0.264968	0.162836	0.269628	0.150851	0.294111	0.082783	0.305090	0.039164	0.257978	0.050422	0.338614	0.010904	0.300817	0.003869	0.311693	-0.087270	0.322177	-0.104903	0.310985	-0.110336	0.308467	-0.104899	0.382165	-0.115910	0.377570	-0.119935	0.257528	-0.155485	0.284049	-0.128554	0.233544	-0.182775	0.321178	-0.183513	0.344111	-0.150696	0.209901	-0.181225	0.225488	-0.158335	0.176591	-0.235238	0.213332	-0.172551	0.101718	-0.226091	0.098909	-0.235384	0.084740	-0.241810	0.091358	-0.221284	0.062480	-0.160854	0.049438	-0.177551	0.038916	-0.138547	0.002151	-0.092877	0.046188	-0.065959	0.029963	-0.044582	-0.035959	-0.030274	-0.016088	-0.054604	0.038057	
