44	0.026700
12	0.236740
13	0.223714
11	0.602988
7	0.956172
5	0.840267
35	1.354198
43	1.436757
20	1.948028
10	2.219650
42	2.322489
34	2.205018
26	1.750328
28	1.552011
40	2.210454
23	2.460326
4	2.540937
17	1.958367
48	0.608365
21	0.881673
6	1.150743
9	1.141700
8	0.733000
32	0.928478
29	1.142596
25	1.554275
36	1.683845
30	2.126293
1	2.158512
47	2.455728
31	2.765890
3	2.018172
39	2.638696
41	1.917732
2	2.644202
15	2.817854
18	3.323074
14	3.277302
22	3.275021
45	2.741292
24	4.261202
19	4.252454
50	3.280706
16	4.649611
33	4.535322
38	4.247920
49	3.942172
46	2.846354
