1.389675	11.988974
48.701162	17.411310
74.514394	14.524691
78.377930	10.392026
61.690914	19.960086
87.573590	16.087561
87.673292	19.087199
95.168285	3.826589
100.365998	9.655981
96.004670	28.812441
79.214894	35.378415
101.403114	40.639080
87.611606	47.103452
89.711303	50.035146
84.485203	73.223811
80.587539	76.355612
79.622037	77.389184
96.780163	81.814529
94.849958	83.879654
67.561981	75.795110
70.897550	85.687777
61.565511	75.996952
77.197586	94.480670
82.261930	96.310743
54.670354	79.231751
55.939567	87.193437
46.640943	78.501665
49.313655	98.422478
28.548564	76.113408
23.958399	88.274336
19.994339	89.408824
21.061357	91.373966
15.827460	84.547300
17.319944	69.486993
13.423911	72.619792
6.990818	59.828881
22.713864	51.299551
21.412729	42.337616
4.987384	29.879680
11.883635	26.648463
25.344286	40.205049
