0.159769	-0.009550	0.436225	-0.052960	0.391243	-0.160760	0.637903	-0.296468	0.896374	-0.064127	0.775707	-0.310547	1.051007	-0.216181	1.096506	-0.154458	1.280752	-0.183619	1.357974	-0.244314	1.388765	-0.259402	1.343139	-0.305791	1.159743	-0.383982	1.208036	-0.659625	1.514973	-0.687740	1.224389	-0.782180	1.347180	-0.796505	0.977510	-0.600183	1.179261	-0.889900	1.180018	-0.981913	0.888274	-0.938292	1.212202	-1.165674	1.333737	-1.026655	1.196987	-1.181136	1.151484	-1.242857	1.472509	-1.117532	1.503813	-1.193943	1.321443	-1.394810	1.443862	-1.363136	1.291020	-1.425732	1.337653	-1.502036	0.799550	-1.337757	0.753303	-1.307470	0.663064	-1.522924	0.735794	-1.046877	0.568257	-1.186316	0.324047	-1.326362	0.478412	-1.447774	0.245715	-1.127648	0.278043	-1.326733	0.427646	-0.880730	0.320717	-0.927648	0.184885	-1.189497	0.095057	-1.450970	0.319535	-0.820255	0.187678	-1.526863	
-0.009550	0.001981	-0.025943	0.004555	-0.023275	0.010947	-0.037901	0.018994	-0.053227	0.005217	-0.046072	0.019829	-0.062396	0.014233	-0.065094	0.010574	-0.076019	0.012303	-0.080598	0.015902	-0.082423	0.016796	-0.079718	0.019547	-0.068843	0.024183	-0.071707	0.040527	-0.089907	0.042194	-0.072677	0.047794	-0.079958	0.048644	-0.058038	0.037003	-0.070001	0.054181	-0.070046	0.059637	-0.052747	0.057051	-0.071954	0.070533	-0.079160	0.062290	-0.071052	0.071450	-0.068354	0.075110	-0.087389	0.067679	-0.089245	0.072210	-0.078431	0.084120	-0.085690	0.082242	-0.076628	0.085954	-0.079393	0.090478	-0.047486	0.080737	-0.044744	0.078941	-0.039393	0.091717	-0.043706	0.063489	-0.033771	0.071757	-0.019291	0.080061	-0.028444	0.087261	-0.014646	0.068279	-0.016563	0.080083	-0.025434	0.053638	-0.019094	0.056420	-0.011039	0.071946	-0.005713	0.087450	-0.019024	0.050052	-0.011205	0.091950	
0.436225	-0.025943	3.878904	-0.563833	3.320038	-1.902569	6.383033	-3.587955	9.592845	-0.702588	8.094361	-3.762728	11.513150	-2.590852	12.078172	-1.824355	14.366214	-2.186479	15.325193	-2.940214	15.707567	-3.127588	15.140956	-3.703667	12.863472	-4.674679	13.463202	-8.097724	17.274871	-8.446865	13.666281	-9.619658	15.191145	-9.797557	10.600435	-7.359544	13.105856	-10.957370	13.115260	-12.100027	9.492261	-11.558326	13.514937	-14.382052	15.024201	-12.655650	13.325988	-14.574061	12.760913	-15.340541	16.747533	-13.784204	17.136274	-14.733105	14.871532	-17.227558	16.391782	-16.834208	14.493729	-17.611552	15.072833	-18.559124	8.390451	-16.519051	7.816131	-16.142931	6.695511	-18.818527	7.598701	-12.906772	5.518158	-14.638393	2.485463	-16.377540	4.402427	-17.885284	1.512692	-13.909828	1.914165	-16.382150	3.771997	-10.843497	2.444100	-11.426148	0.757286	-14.677890	-0.358229	-17.924966	2.429425	-10.092487	0.791968	-18.867436	
-0.052960	0.004555	-0.563833	0.084728	-0.480839	0.283243	-0.934961	0.532960	-1.410714	0.105300	-1.188610	0.558871	-1.695340	0.385177	-1.779087	0.271568	-2.118219	0.325241	-2.260358	0.436959	-2.317033	0.464732	-2.233051	0.550118	-1.895484	0.694040	-1.984375	1.201401	-2.549338	1.253150	-2.014475	1.426981	-2.240490	1.453349	-1.560058	1.091989	-1.931410	1.625255	-1.932804	1.794619	-1.395806	1.714329	-1.992043	2.132859	-2.215745	1.876973	-1.964038	2.161318	-1.880283	2.274925	-2.471176	2.044246	-2.528795	2.184892	-2.193117	2.554617	-2.418447	2.496315	-2.137119	2.611533	-2.222953	2.751981	-1.232496	2.449603	-1.147371	2.393855	-0.981274	2.790430	-1.115144	1.914194	-0.806767	2.170854	-0.357264	2.428629	-0.641395	2.652105	-0.213081	2.062866	-0.272587	2.429312	-0.547953	1.608377	-0.351133	1.694737	-0.101115	2.176708	0.064226	2.657987	-0.348958	1.497063	-0.106255	2.797679	
0.391243	-0.023275	3.320038	-0.480839	2.845389	-1.620032	5.452513	-3.055024	8.184969	-0.598815	6.909329	-3.203885	9.819707	-2.206276	10.300704	-1.553764	12.248493	-1.862037	13.064862	-2.503684	13.390374	-2.663194	12.908023	-3.153604	10.969223	-3.980217	11.479767	-6.894223	14.724604	-7.191443	11.652646	-8.189830	12.950748	-8.341274	9.042721	-6.265817	11.175562	-9.328611	11.183567	-10.301344	8.099344	-9.840200	11.523808	-12.244010	12.808630	-10.774341	11.362958	-12.407466	10.881915	-13.059962	14.275686	-11.735068	14.606617	-12.542858	12.678665	-14.666361	13.972839	-14.331507	12.357045	-14.993252	12.850030	-15.799910	7.161383	-14.063216	6.672470	-13.743029	5.718498	-16.020738	6.487375	-10.988118	4.716229	-12.462230	2.134525	-13.942749	3.766418	-15.226277	1.306414	-11.842010	1.648185	-13.946673	3.229739	-9.231672	2.099313	-9.727678	0.663345	-12.495854	-0.286283	-15.260058	2.086820	-8.592345	0.692868	-16.062374	
-0.160760	0.010947	-1.902569	0.283243	-1.620032	0.961483	-3.172265	1.815909	-4.799169	0.353482	-4.039653	1.904540	-5.772491	1.310564	-6.058877	0.922059	-7.218589	1.105604	-7.704655	1.487641	-7.898464	1.582613	-7.611273	1.874603	-6.456912	2.366768	-6.760890	4.101765	-8.692865	4.278730	-6.863822	4.873170	-7.636711	4.963339	-5.309874	3.727613	-6.579766	5.551199	-6.584533	6.130364	-4.748187	5.855799	-6.787112	7.287026	-7.552094	6.411986	-6.691342	7.384348	-6.404929	7.772844	-8.425579	6.984003	-8.622615	7.464960	-7.474713	8.729293	-8.245264	8.529921	-7.283221	8.923924	-7.576744	9.404208	-4.189726	8.370181	-3.898628	8.179542	-3.330633	9.535689	-3.788422	6.539269	-2.733882	7.416955	-1.196737	8.298455	-2.168365	9.062667	-0.703680	7.047676	-0.907170	8.300792	-1.848827	5.493482	-1.175772	5.788803	-0.320797	7.436974	0.244611	9.082780	-1.168333	5.112827	-0.338375	9.560478	
0.637903	-0.037901	6.383033	-0.934961	5.452513	-3.172265	10.582532	-6.010108	15.966062	-1.167109	13.453581	-6.298122	19.185872	-4.333193	20.133253	-3.047996	23.969648	-3.655173	25.577582	-4.918972	26.218715	-5.233146	25.268670	-6.199066	21.449978	-7.827176	22.455554	-13.566647	28.846636	-14.152057	22.796059	-16.118495	25.352821	-16.416781	17.655510	-12.328929	21.856386	-18.361455	21.872154	-20.277366	15.797420	-19.369088	22.542298	-24.103669	25.072903	-21.208987	22.225485	-24.425614	21.278015	-25.710782	27.962439	-23.101250	28.614246	-24.692285	24.816922	-28.874771	27.365947	-28.215235	24.183454	-29.518619	25.154445	-31.107426	13.949999	-27.686807	12.987028	-27.056161	11.108069	-31.542372	12.622461	-21.630046	9.133985	-24.533480	4.049020	-27.449533	7.263222	-29.977589	2.417961	-23.311885	3.091118	-27.457262	6.206171	-18.170523	3.979667	-19.147464	1.151362	-24.599705	-0.719040	-30.044124	3.955060	-16.911295	1.209512	-31.624378	
-0.296468	0.018994	-3.587955	0.532960	-3.055024	1.815909	-6.010108	3.496711	-9.141033	0.670592	-7.681810	3.650593	-11.011046	2.509401	-11.561270	1.762979	-13.789387	2.115619	-14.723249	2.849613	-15.095609	3.032080	-14.543838	3.593071	-12.326002	4.538651	-12.910025	7.872045	-16.621864	8.212041	-13.107785	9.354118	-14.592712	9.527358	-10.122236	7.153198	-12.562038	10.656794	-12.571196	11.769524	-9.043086	11.242011	-12.960405	13.991780	-14.430140	12.310595	-12.776405	14.178761	-12.226129	14.925166	-16.108337	13.409591	-16.486896	14.333639	-14.281470	16.762761	-15.761903	16.379713	-13.913562	17.136697	-14.477498	18.059451	-7.970133	16.072810	-7.410855	15.706541	-6.319586	18.312061	-7.199120	12.555139	-5.173069	14.241408	-2.219802	15.935005	-4.086559	17.403260	-1.272508	13.531925	-1.663467	15.939494	-3.472641	10.545903	-2.179522	11.113295	-0.536888	14.279870	0.549412	17.441903	-2.165231	9.814563	-0.570661	18.359689	
0.896374	-0.053227	9.592845	-1.410714	8.184969	-4.799169	15.966062	-9.141033	24.214785	-1.779059	20.352355	-9.664118	29.163077	-6.644859	30.619073	-4.669677	36.515110	-5.602869	38.986297	-7.545134	39.971636	-8.027976	38.511540	-9.512466	32.642705	-12.014646	34.188146	-20.835512	44.010432	-21.735195	34.711461	-24.757391	38.640890	-25.215821	26.811068	-18.933293	33.267299	-28.204547	33.291532	-31.149067	23.955404	-29.753157	34.321461	-37.029629	38.210692	-32.580856	33.834558	-37.524420	32.378413	-39.499566	42.651557	-35.489033	43.653305	-37.934261	37.817280	-44.362231	41.734821	-43.348605	36.843718	-45.351747	38.336013	-47.793550	21.116143	-42.536475	19.636176	-41.567250	16.748445	-48.462008	19.075880	-33.227972	13.714518	-37.690197	5.899548	-42.171814	10.839384	-46.057128	3.392809	-35.812754	4.427368	-42.183693	9.214825	-27.911108	5.792960	-29.412546	1.446200	-37.791976	-1.428379	-46.159384	5.755143	-25.975827	1.535570	-48.588041	
-0.064127	0.005217	-0.702588	0.105300	-0.598815	0.353482	-1.167109	0.670592	-1.779059	0.135265	-1.490134	0.724577	-2.148933	0.498986	-2.257772	0.351335	-2.698517	0.421101	-2.883245	0.566286	-2.956903	0.602379	-2.847756	0.713348	-2.409044	0.900391	-2.524570	1.559784	-3.258818	1.627035	-2.563690	1.852959	-2.857429	1.887229	-1.973106	1.417586	-2.455733	2.110647	-2.457545	2.330761	-1.759634	2.226412	-2.534536	2.770355	-2.825271	2.437793	-2.498138	2.807343	-2.389286	2.954993	-3.157242	2.655190	-3.232127	2.837980	-2.795862	3.318495	-3.088713	3.242723	-2.723084	3.392465	-2.834639	3.575000	-1.547388	3.182013	-1.436755	3.109560	-1.220886	3.624969	-1.394871	2.486167	-0.994089	2.819735	-0.409890	3.154753	-0.779161	3.445195	-0.222502	2.679390	-0.299839	3.155641	-0.657719	2.088712	-0.401922	2.200950	-0.076985	2.827344	0.137900	3.452839	-0.399095	1.944042	-0.083666	3.634391	
