0.223848	-0.018395	0.210545	-0.759675	0.155932	-1.027365	0.118112	-1.067386	0.200086	-0.900665	0.178695	-1.153108	0.208030	-1.152309	0.064580	-1.234284	0.124032	-1.281569	0.308007	-1.227826	0.362134	-1.059185	0.427120	-1.273885	0.481983	-1.134901	0.511884	-1.153607	0.735135	-1.087563	0.763550	-1.047126	0.773260	-1.036676	0.828372	-1.203818	0.847476	-1.182950	0.749546	-0.918148	0.849811	-0.944505	0.747813	-0.858647	0.941042	-1.001043	0.962889	-1.050447	0.775192	-0.788120	0.854791	-0.795736	0.762607	-0.709502	0.960971	-0.722751	0.724016	-0.529735	0.842736	-0.477078	0.851888	-0.435780	0.875095	-0.438527	0.799338	-0.418631	0.523974	-0.278851	0.654169	-0.404034	0.694026	-0.385686	0.143349	-0.601087	
-0.018395	0.003773	-0.017307	0.064399	-0.012840	0.086293	-0.009747	0.089566	-0.016451	0.075930	-0.014702	0.096577	-0.017101	0.096511	-0.005369	0.103216	-0.010231	0.107083	-0.025278	0.102687	-0.029704	0.088895	-0.035019	0.106454	-0.039506	0.095087	-0.041952	0.096617	-0.060210	0.091216	-0.062534	0.087909	-0.063329	0.087054	-0.067836	0.100724	-0.069398	0.099017	-0.061389	0.077360	-0.069589	0.079516	-0.061247	0.072494	-0.077051	0.084140	-0.078837	0.088180	-0.063487	0.066726	-0.069997	0.067349	-0.062457	0.060296	-0.078681	0.061380	-0.059301	0.045594	-0.069011	0.041287	-0.069759	0.037910	-0.071657	0.038134	-0.065461	0.036507	-0.042941	0.025075	-0.053589	0.035313	-0.056848	0.033813	-0.011811	0.051429	
0.210545	-0.017307	30.016437	-29.756065	22.596137	-66.127830	17.457483	-71.565487	28.595400	-48.912727	25.688920	-83.212783	29.674727	-83.104221	10.183927	-94.242329	18.261727	-100.667080	43.258866	-93.364917	50.613175	-70.451226	59.443071	-99.622926	66.897440	-80.738881	70.960130	-83.280597	101.293793	-74.307067	105.154588	-68.812715	106.473896	-67.392842	113.962065	-90.102832	116.557740	-87.267415	103.251717	-51.288152	116.875030	-54.869430	103.016305	-43.203623	129.270718	-62.551298	132.239209	-69.264000	106.736323	-33.621049	117.551659	-34.655856	105.026434	-22.938962	131.978635	-24.739117	99.783018	1.486368	115.913737	8.641010	117.157169	14.252187	120.310374	13.878925	110.017082	16.582258	72.602771	35.574555	90.292758	18.565682	95.708109	21.058552	20.886486	-8.208386	
-0.759675	0.064399	-29.756065	39.937556	-22.258347	76.688796	-17.066080	82.183185	-28.320202	59.294085	-25.383398	93.952000	-29.410790	93.842305	-9.716638	105.096620	-17.878715	111.588402	-43.136654	104.210053	-50.567693	81.057298	-59.489713	110.533354	-67.021856	91.452287	-71.126932	94.020522	-101.777072	84.953368	-105.678148	79.401693	-107.011221	77.967006	-114.577516	100.913934	-117.200272	98.048935	-103.755424	61.694293	-117.520872	65.312935	-103.517556	53.525415	-130.045886	73.074949	-133.045349	79.857687	-107.276386	43.842864	-118.204560	44.888468	-105.548657	33.049329	-132.782056	34.868265	-100.250535	8.369165	-116.549550	1.139877	-117.805954	-4.529843	-120.992058	-4.152687	-110.591374	-6.884224	-72.786711	-26.074672	-90.661262	-8.888341	-96.133112	-11.407220	-20.530859	18.165066	
0.155932	-0.012840	22.596137	-22.258347	26.146615	-57.959352	20.103646	-64.353606	33.203581	-37.712949	29.783553	-78.050414	34.470687	-77.922751	11.550434	-91.020628	21.049520	-98.575864	50.445007	-89.988858	59.093338	-63.043405	69.476892	-97.347990	78.242889	-75.141218	83.020425	-78.130160	118.691423	-67.577699	123.231542	-61.116593	124.782988	-59.446888	133.588732	-86.152795	136.641126	-82.818475	120.993852	-40.508510	137.014244	-44.719928	120.717018	-31.001473	151.591005	-53.753453	155.081816	-61.647284	125.091590	-19.732805	137.809929	-20.949691	123.080838	-7.171160	154.775392	-9.288060	116.914821	21.551909	135.883808	29.965440	137.346027	36.563926	141.054052	36.124988	128.949612	39.303984	84.952096	61.638056	105.754711	41.636399	112.122915	44.567900	24.136114	10.151322	
-1.027365	0.086293	-66.127830	76.688796	-57.959352	165.855432	-44.474428	180.124818	-73.705116	120.676974	-66.075405	210.689694	-76.534959	210.404805	-25.387287	239.633372	-46.584992	256.493210	-112.182415	237.330897	-131.481575	177.200846	-154.652965	253.753149	-174.214702	204.197686	-184.876001	210.867652	-264.477520	187.319335	-274.609009	172.901072	-278.071134	169.175046	-297.721569	228.770541	-304.533131	221.329848	-269.615500	126.913161	-305.365761	136.311140	-268.997731	105.697759	-337.894493	156.469877	-345.684402	174.085334	-278.759794	80.551193	-307.141370	83.266732	-274.272707	52.519289	-345.000602	57.243251	-260.512948	-11.577598	-302.843140	-30.352791	-306.106150	-45.077626	-314.380784	-44.098114	-287.369154	-51.192194	-189.186616	-101.031731	-235.608634	-56.397089	-249.819583	-62.938872	-53.472875	13.863349	
0.118112	-0.009747	17.457483	-17.066080	20.103646	-44.474428	15.475990	-49.372004	25.509209	-28.967633	22.889093	-59.861503	26.478776	-59.763729	8.925114	-69.794850	16.200083	-75.581069	38.712835	-69.004648	45.336222	-48.368276	53.288542	-74.640696	60.002045	-57.633476	63.660957	-59.922579	90.979853	-51.840899	94.456936	-46.892613	95.645122	-45.613857	102.389066	-66.066773	104.726765	-63.513159	92.743185	-31.109762	105.012520	-34.335107	92.531170	-23.828728	116.176240	-41.253499	118.849703	-47.299047	95.881467	-15.198535	105.621901	-16.130496	94.341518	-5.578107	118.615026	-7.199350	89.619229	16.419667	104.146767	22.863231	105.266618	27.916731	108.106437	27.580567	98.836162	30.015224	65.140341	47.119937	81.072176	31.801521	85.949312	34.046633	18.563973	7.688444	
-1.067386	0.089566	-71.565487	82.183185	-64.353606	180.124818	-49.372004	195.978956	-81.847043	129.931045	-73.370799	229.936859	-84.991594	229.620339	-28.165379	262.093945	-51.716535	280.825564	-124.596705	259.535816	-146.038491	192.730022	-171.782410	277.781297	-193.515925	222.724099	-205.360860	230.134576	-293.799881	203.971884	-305.056185	187.952879	-308.902682	183.813184	-330.734742	250.025076	-338.302537	241.758303	-299.508288	136.859308	-339.227607	147.300668	-298.821934	113.288535	-375.367737	169.697464	-384.022495	189.268621	-309.667799	85.350153	-341.200347	88.367176	-304.682546	54.206097	-383.262779	59.454521	-289.395155	-17.006940	-336.424920	-37.866588	-340.050195	-54.226201	-349.243494	-53.137942	-319.232984	-61.019618	-210.150046	-116.392429	-261.725920	-66.802370	-277.514593	-74.070433	-59.369125	11.258507	
0.200086	-0.016451	28.595400	-28.320202	33.203581	-73.705116	25.509209	-81.847043	42.198398	-47.919097	37.834427	-99.286538	43.802334	-99.123989	14.619145	-115.800791	26.713676	-125.420763	64.141763	-114.487286	75.153350	-80.178702	88.374322	-123.857371	99.535720	-95.582362	105.618771	-99.388064	151.037249	-85.952030	156.818003	-77.725358	158.793398	-75.599389	170.005406	-109.602970	173.891900	-105.357511	153.968842	-51.485897	174.366976	-56.848131	153.616360	-39.380962	192.926993	-68.350162	197.371704	-78.401067	159.186329	-25.033010	175.380091	-26.582423	156.626118	-9.038762	196.981547	-11.734127	148.775171	27.533192	172.927636	38.245810	174.789422	46.647403	179.510705	46.088520	164.098597	50.136211	108.078291	78.573305	134.565442	53.105983	142.673826	56.838548	30.643694	13.017274	
-0.900665	0.075930	-48.912727	59.294085	-37.712949	120.676974	-28.967633	129.931045	-47.919097	91.382615	-42.976445	149.753234	-49.759760	149.568475	-16.588925	168.524118	-30.336344	179.458147	-72.878174	167.030824	-85.394235	128.034754	-100.421549	177.681129	-113.107899	145.542983	-120.022059	149.868648	-171.645939	134.596885	-178.216502	125.246226	-180.461790	122.829791	-193.205663	161.479188	-197.623158	156.653683	-174.978067	95.421739	-198.163143	101.516600	-174.577427	81.662940	-219.258963	114.590122	-224.310944	126.014254	-180.908406	65.354667	-199.314676	67.115772	-177.998400	47.175168	-223.867480	50.238794	-169.074800	5.606489	-196.527150	-6.569765	-198.643306	-16.119245	-204.009645	-15.484003	-186.491824	-20.084718	-122.817617	-52.407095	-152.923634	-23.460243	-162.139844	-27.702778	-34.803343	22.105677	
