0.469392	-0.058799	0.516666	-0.068147	0.508296	-0.086531	0.549271	-0.111019	0.543806	-0.121245	0.572341	-0.114241	0.593690	-0.074049	0.618449	-0.100293	0.626394	-0.090313	0.635527	-0.128899	0.656905	-0.096268	0.669388	-0.106840	0.666547	-0.116984	0.674429	-0.109537	0.641773	-0.175295	0.692953	-0.181834	0.664197	-0.198996	0.643806	-0.195915	0.635690	-0.213561	0.635265	-0.228857	0.660508	-0.237222	0.682978	-0.253125	0.639511	-0.259569	0.636893	-0.262044	0.628970	-0.272010	0.687704	-0.265996	0.676721	-0.293708	0.656226	-0.298223	0.650996	-0.303153	0.658276	-0.316079	0.569915	-0.285655	0.562375	-0.280338	0.587047	-0.219837	0.561008	-0.236992	0.532270	-0.259139	0.526240	-0.200251	0.510738	-0.207504	0.519045	-0.179605	0.492684	-0.214657	0.493188	-0.196786	0.479014	-0.247441	0.490831	-0.280929	0.483181	-0.280718	0.468532	-0.257352	0.515757	-0.302048	0.466952	-0.313435	0.452014	-0.300259	0.546020	-0.315667	0.603968	-0.164040	
-0.058799	0.009572	-0.064707	0.010740	-0.063661	0.013038	-0.068782	0.016098	-0.068099	0.017377	-0.071666	0.016501	-0.074334	0.011478	-0.077429	0.014758	-0.078422	0.013511	-0.079563	0.018333	-0.082235	0.014255	-0.083795	0.015576	-0.083440	0.016844	-0.084425	0.015913	-0.080344	0.024132	-0.086740	0.024949	-0.083146	0.027094	-0.080598	0.026709	-0.079583	0.028915	-0.079530	0.030826	-0.082685	0.031872	-0.085494	0.033859	-0.080061	0.034665	-0.079734	0.034974	-0.078744	0.036220	-0.086084	0.035468	-0.084712	0.038932	-0.082150	0.039496	-0.081496	0.040112	-0.082406	0.041728	-0.071363	0.037925	-0.070420	0.037261	-0.073504	0.029699	-0.070249	0.031843	-0.066657	0.034611	-0.065904	0.027251	-0.063966	0.028158	-0.065005	0.024671	-0.061710	0.029052	-0.061773	0.026818	-0.060001	0.033149	-0.061478	0.037335	-0.060522	0.037308	-0.058691	0.034388	-0.064594	0.039974	-0.058494	0.041397	-0.056627	0.039750	-0.068376	0.041676	-0.075619	0.022725	
0.516666	-0.064707	0.634847	-0.088040	0.613971	-0.133715	0.716156	-0.194912	0.702519	-0.220417	0.773716	-0.202931	0.826961	-0.102666	0.888729	-0.168143	0.908551	-0.143245	0.931333	-0.239504	0.984665	-0.158100	1.015805	-0.184473	1.008717	-0.209779	1.028381	-0.191201	0.946917	-0.355244	1.074590	-0.371554	1.002854	-0.414366	0.951989	-0.406681	0.931742	-0.450701	0.930680	-0.488858	0.993653	-0.509724	1.049706	-0.549397	0.941272	-0.565472	0.934743	-0.571647	0.914978	-0.596508	1.061497	-0.581505	1.034097	-0.650636	0.982970	-0.661900	0.969924	-0.674198	0.988084	-0.706443	0.767659	-0.630546	0.748850	-0.617282	0.810396	-0.466357	0.745439	-0.509153	0.673749	-0.564399	0.658706	-0.417498	0.620037	-0.435590	0.640763	-0.365995	0.574998	-0.453434	0.576256	-0.408854	0.540898	-0.535217	0.570375	-0.618758	0.551291	-0.618230	0.514749	-0.559941	0.632556	-0.671440	0.510807	-0.699845	0.473543	-0.666977	0.708051	-0.705415	0.852603	-0.327171	
-0.068147	0.010740	-0.088040	0.014793	-0.084544	0.022417	-0.101642	0.032655	-0.099360	0.036923	-0.111271	0.033998	-0.120179	0.017224	-0.130512	0.028178	-0.133828	0.024013	-0.137640	0.040116	-0.146562	0.026498	-0.151771	0.030910	-0.150585	0.035143	-0.153875	0.032035	-0.140247	0.059479	-0.161606	0.062207	-0.149604	0.069370	-0.141095	0.068084	-0.137708	0.075448	-0.137530	0.081832	-0.148065	0.085323	-0.157443	0.091960	-0.139302	0.094649	-0.138210	0.095682	-0.134903	0.099841	-0.159415	0.097331	-0.154831	0.108896	-0.146278	0.110781	-0.144096	0.112838	-0.147134	0.118233	-0.110258	0.105535	-0.107111	0.103316	-0.117407	0.078068	-0.106540	0.085227	-0.094547	0.094469	-0.092031	0.069894	-0.085561	0.072920	-0.089029	0.061277	-0.078027	0.075906	-0.078237	0.068448	-0.072322	0.089587	-0.077253	0.103563	-0.074061	0.103475	-0.067947	0.093724	-0.087656	0.112377	-0.067288	0.117129	-0.061054	0.111630	-0.100286	0.118061	-0.124469	0.054782	
0.508296	-0.063661	0.613971	-0.084544	0.595403	-0.125431	0.686647	-0.180076	0.674464	-0.202861	0.738058	-0.187237	0.785612	-0.097689	0.840778	-0.156169	0.858481	-0.133931	0.878829	-0.219902	0.926461	-0.147199	0.954272	-0.170753	0.947942	-0.193354	0.965504	-0.176761	0.892746	-0.323273	1.006775	-0.337840	0.942705	-0.376077	0.897276	-0.369214	0.879193	-0.408529	0.878244	-0.442608	0.934487	-0.461245	0.984550	-0.496678	0.887704	-0.511035	0.881873	-0.516550	0.864220	-0.538754	0.995081	-0.525355	0.970609	-0.587098	0.924946	-0.597158	0.913294	-0.608142	0.929514	-0.636941	0.732645	-0.569155	0.715847	-0.557308	0.770815	-0.422512	0.712800	-0.460734	0.648772	-0.510076	0.635337	-0.378875	0.600800	-0.395034	0.619313	-0.332877	0.560575	-0.410970	0.561699	-0.371155	0.530119	-0.484013	0.556446	-0.558626	0.539401	-0.558155	0.506765	-0.506095	0.611981	-0.605678	0.503243	-0.631047	0.469962	-0.601691	0.679408	-0.636022	0.808510	-0.298203	
-0.086531	0.013038	-0.133715	0.022417	-0.125431	0.040683	-0.166153	0.065056	-0.160717	0.075225	-0.189094	0.068254	-0.210317	0.028292	-0.234935	0.054388	-0.242835	0.044465	-0.251915	0.082830	-0.273171	0.050386	-0.285582	0.060897	-0.282757	0.070983	-0.290595	0.063578	-0.258126	0.128960	-0.309012	0.135461	-0.280420	0.152524	-0.260147	0.149461	-0.252078	0.167006	-0.251654	0.182214	-0.276753	0.190531	-0.299094	0.206343	-0.255876	0.212750	-0.253274	0.215211	-0.245396	0.225120	-0.303794	0.219140	-0.292873	0.246694	-0.272495	0.251183	-0.267296	0.256085	-0.274534	0.268937	-0.186679	0.238687	-0.179183	0.233400	-0.203713	0.173246	-0.177824	0.190303	-0.149251	0.212322	-0.143255	0.153773	-0.127843	0.160984	-0.136104	0.133246	-0.109892	0.168096	-0.110393	0.150328	-0.096301	0.200691	-0.108049	0.233988	-0.100443	0.233778	-0.085879	0.210546	-0.132832	0.254985	-0.084307	0.266307	-0.069455	0.253206	-0.162922	0.268527	-0.220535	0.117772	
0.549271	-0.068782	0.716156	-0.101642	0.686647	-0.166153	0.831799	-0.253101	0.812399	-0.289326	0.913488	-0.264507	0.989094	-0.122152	1.076787	-0.215109	1.104928	-0.179761	1.137275	-0.316427	1.212994	-0.200853	1.257206	-0.238297	1.247143	-0.274225	1.275061	-0.247848	1.159398	-0.480756	1.340671	-0.503913	1.238819	-0.564699	1.166600	-0.553789	1.137855	-0.616288	1.136347	-0.670462	1.225755	-0.700089	1.305338	-0.756416	1.151386	-0.779238	1.142115	-0.788006	1.114053	-0.823303	1.322079	-0.802002	1.283177	-0.900153	1.210588	-0.916146	1.192065	-0.933607	1.217849	-0.979388	0.904891	-0.871630	0.878188	-0.852798	0.965569	-0.638517	0.873345	-0.699277	0.771560	-0.777715	0.750203	-0.569147	0.695300	-0.594835	0.724726	-0.496025	0.631356	-0.620169	0.633142	-0.556875	0.582940	-0.736282	0.624792	-0.854893	0.597696	-0.854144	0.545815	-0.771386	0.713075	-0.929691	0.540217	-0.970020	0.487311	-0.923353	0.820262	-0.977928	1.025496	-0.440901	
-0.111019	0.016098	-0.194912	0.032655	-0.180076	0.065056	-0.253101	0.108950	-0.243352	0.127147	-0.294236	0.114651	-0.332263	0.043008	-0.376403	0.089803	-0.390569	0.072010	-0.406849	0.140797	-0.444959	0.082625	-0.467212	0.101471	-0.462147	0.119554	-0.476199	0.106278	-0.417989	0.223498	-0.509213	0.235151	-0.457956	0.265741	-0.421612	0.260249	-0.407146	0.291702	-0.406387	0.318966	-0.451382	0.333876	-0.491434	0.362224	-0.413955	0.373709	-0.409290	0.378122	-0.395167	0.395885	-0.499859	0.385165	-0.480281	0.434561	-0.443749	0.442610	-0.434428	0.451397	-0.447404	0.474437	-0.289903	0.420207	-0.276464	0.410730	-0.320440	0.302889	-0.274026	0.333468	-0.222802	0.372943	-0.212052	0.267977	-0.184422	0.280905	-0.199234	0.231177	-0.152241	0.293655	-0.153140	0.261801	-0.127875	0.352091	-0.148938	0.411784	-0.135301	0.411407	-0.109191	0.369757	-0.193368	0.449427	-0.106374	0.469724	-0.079748	0.446238	-0.247312	0.473703	-0.350598	0.203437	
0.543806	-0.068099	0.702519	-0.099360	0.674464	-0.160717	0.812399	-0.243352	0.794033	-0.277784	0.890052	-0.254189	0.961911	-0.118914	1.045245	-0.207248	1.071986	-0.173657	1.102723	-0.303523	1.174674	-0.193699	1.216687	-0.229281	1.207124	-0.263421	1.233654	-0.238356	1.123747	-0.459673	1.295997	-0.481678	1.199215	-0.539439	1.130590	-0.529071	1.103274	-0.588460	1.101841	-0.639940	1.186802	-0.668093	1.262426	-0.721618	1.116131	-0.743306	1.107322	-0.751637	1.080655	-0.785179	1.278335	-0.764937	1.241368	-0.858206	1.172389	-0.873403	1.154788	-0.889996	1.179289	-0.933500	0.881896	-0.831103	0.856520	-0.813207	0.939557	-0.609583	0.851918	-0.667322	0.755194	-0.741858	0.734899	-0.543662	0.682727	-0.568073	0.710684	-0.474173	0.621962	-0.592148	0.623659	-0.532001	0.575955	-0.702487	0.615725	-0.815198	0.589977	-0.814487	0.540676	-0.735844	0.699617	-0.886276	0.535356	-0.924600	0.485081	-0.880254	0.801474	-0.932115	0.996505	-0.421790	
-0.121245	0.017377	-0.220417	0.036923	-0.202861	0.075225	-0.289326	0.127147	-0.277784	0.148770	-0.338047	0.133939	-0.383126	0.049071	-0.435408	0.104495	-0.452185	0.083419	-0.471465	0.164890	-0.516604	0.095991	-0.542960	0.118312	-0.536961	0.139730	-0.553604	0.124006	-0.484652	0.262852	-0.592716	0.276656	-0.531998	0.312894	-0.488944	0.306389	-0.471806	0.343648	-0.470908	0.375945	-0.524209	0.393607	-0.571654	0.427187	-0.479873	0.440793	-0.474347	0.446020	-0.457617	0.467063	-0.581634	0.454364	-0.558442	0.512878	-0.515167	0.522412	-0.504125	0.532822	-0.519496	0.560115	-0.332923	0.495873	-0.317004	0.484647	-0.369096	0.356900	-0.314117	0.393123	-0.253439	0.439884	-0.240706	0.315546	-0.207976	0.330859	-0.225524	0.271956	-0.169855	0.345962	-0.170920	0.308229	-0.140991	0.415184	-0.165942	0.485895	-0.149788	0.485448	-0.118859	0.436111	-0.218572	0.530486	-0.115522	0.554529	-0.083981	0.526708	-0.282472	0.559243	-0.404816	0.239099	
