1.359378	12.035065
52.765279	13.534097
78.839809	4.640753
81.716129	-0.551429
67.138661	13.403977
92.521580	2.900519
93.393664	5.926133
97.131826	-11.517717
103.901815	-6.924976
104.378452	13.678380
88.985356	24.710930
112.931057	24.308706
100.560843	34.455293
103.452761	36.899025
104.110700	61.882370
100.958585	66.093476
100.249478	67.406742
118.906022	67.411764
117.472769	70.039542
87.533642	68.949160
93.534018	78.167703
81.479244	70.727783
102.263367	85.481728
107.923281	86.003518
75.293348	75.838762
78.674139	83.614817
66.912488	77.189370
74.844091	96.802344
47.717490	79.591636
46.281620	93.164826
42.609351	95.484111
44.265984	97.346837
36.949018	90.731035
30.136530	80.877588
30.385442	79.348599
25.434732	66.938717
30.484515	54.712638
