44	0.007176
12	0.107100
13	0.097835
11	0.310974
48	0.314590
5	0.453640
7	0.531227
35	0.774709
43	0.828492
26	1.022466
20	1.153913
34	1.315758
10	1.321531
42	1.387157
28	0.896662
40	1.315511
23	1.475743
46	1.722474
4	1.532195
37	1.937871
17	1.167134
45	1.661745
50	2.007066
14	2.011867
22	2.012043
49	2.435685
18	2.046986
38	2.637589
19	2.651574
33	2.832425
24	2.659030
16	2.917783
15	1.741572
2	1.631204
41	1.154659
6	0.668382
21	0.495899
9	0.672519
8	0.420507
32	0.542999
29	0.682968
25	0.965835
36	1.059248
1	1.355426
30	1.340119
47	1.564887
31	1.740905
39	1.688569
3	1.237875
27	2.001941
