1.483971	11.966592
5.018312	29.869927
11.925231	26.662509
6.913949	59.826332
21.399698	42.386541
17.208316	69.523692
13.300587	72.641021
22.668508	51.353135
25.338545	40.267358
15.659307	84.575374
19.812838	89.449168
20.879984	91.406000
28.413797	76.188542
42.050227	63.776706
48.058296	30.581493
48.667982	17.557923
54.755260	20.376793
56.143782	33.341046
58.963447	27.253417
61.752797	20.166867
74.597028	14.779422
78.475559	10.661790
87.650347	16.390282
87.741227	19.389133
95.286917	4.149962
100.468089	9.988969
79.224445	35.650385
96.036269	29.148315
70.557536	46.915340
63.859974	57.120430
87.580614	47.406088
67.427650	76.022226
84.359848	73.513958
89.668012	50.343227
80.451708	76.632475
61.429965	76.201708
79.481909	77.662100
70.725403	85.927733
94.684350	84.210264
96.623851	82.151373
76.992931	94.743921
54.522785	79.409938
55.761970	87.376193
46.497018	78.648827
82.050100	96.592878
92.924802	92.266383
101.711386	85.000622
